Cues,Targets,FSG,BSG,Symm
APARTMENT,DOOR,0.014,0,0.014
APARTMENT,FREE,0.014,0,0.014
APARTMENT,GREAT,0.014,0,0.014
APARTMENT,MANAGER,0.014,0,0.014
APARTMENT,ROOMMATE,0.014,0,0.014
APATHY,CONCERN,0.014,0,0.014
APATHY,GOOD,0.014,0,0.014
APATHY,PITY,0.014,0,0.014
APEX,BOOK,0.014,0,0.014
APEX,BUILDING,0.014,0,0.014
APEX,CENTER,0.014,0,0.014
APEX,GEOMETRY,0.014,0,0.014
APEX,MOUNTAIN,0.014,0,0.014
APEX,TURN,0.014,0,0.014
APPEAL,CLEAN,0.014,0,0.014
APPEAL,INTEREST,0.014,0,0.014
APPEAL,PLEAD,0.014,0,0.014
APPEAL,SEXY,0.014,0,0.014
APPENDAGE,ATTACH,0.014,0,0.014
APPENDAGE,BODY,0.014,0,0.014
APPENDAGE,FOOT,0.014,0,0.014
APPENDAGE,OPERATION,0.014,0,0.014
APPLIANCE,COOK,0.014,0,0.014
APPLIANCE,DRYER,0.014,0,0.014
APPLIANCE,IRON,0.014,0,0.014
APPLICATION,EARN,0.014,0,0.014
APPLICATION,INFORMATION,0.014,0,0.014
APPLICATION,MAKE UP,0.014,0,0.014
APPLICATION,MEDICINE,0.014,0,0.014
APPLICATION,PAIN,0.014,0,0.014
APPLICATION,PERMIT,0.014,0,0.014
APPOINTMENT,INTERVIEW,0.014,0,0.014
APRON,BARBECUE,0.014,0,0.014
APRON,CHEF,0.014,0,0.014
ARCTIC,FRIGID,0.014,0,0.014
AREA,CITY,0.014,0,0.014
AREA,GROUND,0.014,0,0.014
AREA,MATH,0.014,0,0.014
AREA,OPEN,0.014,0,0.014
AREA,REST,0.014,0,0.014
ARENA,AREA,0.014,0,0.014
ARENA,BASEBALL,0.014,0,0.014
ARENA,FUN,0.014,0,0.014
ARENA,SHOW,0.014,0,0.014
ARENA,WRESTLING,0.014,0,0.014
ARGUE,DISCUSSION,0.014,0,0.014
ARGUE,PARENT,0.014,0,0.014
ARGUMENT,LOUD,0.014,0,0.014
ARITHMETIC,LOGIC,0.014,0,0.014
ARMOR,HEAVY,0.014,0,0.014
ARMOR,TIN,0.014,0,0.014
ARMS,BODY,0.014,0,0.014
ARMS,WAR,0.014,0,0.014
ARMY,FIGHT,0.014,0,0.014
ARMY,JACKET,0.014,0,0.014
ARMY,SERVICE,0.014,0,0.014
AROMA,COFFEE,0.014,0,0.014
AROMA,FLAVOR,0.014,0,0.014
AROMA,ROSE,0.014,0,0.014
AROMA,SPAGHETTI,0.014,0,0.014
AROUND,BEHIND,0.014,0,0.014
AROUND,CORNER,0.014,0,0.014
AROUND,UP,0.014,0,0.014
ARTERY,ARROW,0.014,0,0.014
ARTERY,ART,0.014,0,0.014
ARTERY,BOW,0.014,0,0.014
ARTERY,PAINT,0.014,0,0.014
ARTICLE,BOOK,0.014,0,0.014
ARTICLE,COLUMN,0.014,0,0.014
ARTICLE,OBJECT,0.014,0,0.014
ARTICLE,PART,0.014,0,0.014
ARTICLE,PIECE,0.014,0,0.014
ARTICLE,READ,0.014,0,0.014
ARTS,BALLET,0.014,0,0.014
ARTS,BEAUTY,0.014,0,0.014
ARTS,CREATIVE,0.014,0,0.014
ARTS,DRAMA,0.014,0,0.014
ARTS,PERFORMANCE,0.014,0,0.014
ARTS,THEATER,0.014,0,0.014
ARTS,WORK,0.014,0,0.014
ASCENT,GO,0.014,0,0.014
ASCENT,HEAVEN,0.014,0,0.014
ASCENT,LEAVE,0.014,0,0.014
ASCENT,PLANE,0.014,0,0.014
ASCENT,RAISE,0.014,0,0.014
ASHAMED,HIDE,0.014,0,0.014
ASHAMED,HURT,0.014,0,0.014
ASHAMED,MISTAKE,0.014,0,0.014
ASHAMED,MODEST,0.014,0,0.014
ASHAMED,UPSET,0.014,0,0.014
ASK,HELP,0.014,0,0.014
ASK,IGNORE,0.014,0,0.014
ASK,LEAD,0.014,0,0.014
ASK,RESPOND,0.014,0,0.014
ASK,TALK,0.014,0,0.014
ASLEEP,FALL,0.014,0,0.014
ASLEEP,NAP,0.014,0,0.014
ASLEEP,PILLOW,0.014,0,0.014
ASLEEP,REST,0.014,0,0.014
ASLEEP,SLEEP,0.014,0,0.014
ASPHALT,PAIN,0.014,0,0.014
ASPHALT,ROCK,0.014,0,0.014
ASSIGNMENT,BORING,0.014,0,0.014
ASSIGNMENT,PAPER,0.014,0,0.014
ASSIGNMENT,TEXT,0.014,0,0.014
ASSISTANCE,FINANCIAL,0.014,0,0.014
ASSISTANCE,HANDICAP,0.014,0,0.014
ASSISTANT,PROFESSOR,0.014,0,0.014
ASSISTANT,SLAVE,0.014,0,0.014
ASSOCIATE,JOB,0.014,0,0.014
ASSOCIATE,KNOW,0.014,0,0.014
ASSOCIATE,LAW,0.014,0,0.014
ASSOCIATE,MATCH,0.014,0,0.014
ASSOCIATE,TOGETHER,0.014,0,0.014
ASSOCIATE,WITH,0.014,0,0.014
ASTROLOGY,STUDY,0.014,0,0.014
ASTRONOMY,SCIENTIST,0.014,0,0.014
ATHLETE,ACTIVE,0.014,0,0.014
ATHLETE,FOOT,0.014,0,0.014
ATHLETE,HEALTHY,0.014,0,0.014
ATHLETE,INJURY,0.014,0,0.014
ATHLETE,MONEY,0.014,0,0.014
ATHLETE,PHYSICAL,0.014,0,0.014
ATHLETE,SNEAKER,0.014,0,0.014
ATHLETIC,ATHLETE,0.014,0,0.014
ATHLETIC,BASKETBALL,0.014,0,0.014
ATHLETIC,DEPARTMENT,0.014,0,0.014
ATHLETIC,FIELD,0.014,0,0.014
ATHLETIC,FIT,0.014,0,0.014
ATHLETIC,ME,0.014,0,0.014
ATHLETIC,PERSON,0.014,0,0.014
ATHLETIC,RUNNING,0.014,0,0.014
ATHLETIC,SHAPE,0.014,0,0.014
ATHLETIC,TRACK,0.014,0,0.014
ATLAS,BIG,0.014,0,0.014
ATLAS,DICTIONARY,0.014,0,0.014
ATLAS,ENCYCLOPEDIA,0.014,0,0.014
ATLAS,STRENGTH,0.014,0,0.014
ATMOSPHERE,AREA,0.014,0,0.014
ATTACK,BATTLE,0.014,0,0.014
ATTACK,BITE,0.014,0,0.014
ATTACK,FEAR,0.014,0,0.014
ATTACK,HARM,0.014,0,0.014
ATTACK,KNIFE,0.014,0,0.014
ATTACK,WEAPON,0.014,0,0.014
ATTENDANCE,APPEARANCE,0.014,0,0.014
ATTENDANCE,ARRIVE,0.014,0,0.014
ATTENDANCE,GRADE,0.014,0,0.014
ATTITUDE,ACTION,0.014,0,0.014
ATTITUDE,IDEA,0.014,0,0.014
ATTITUDE,MIND,0.014,0,0.014
ATTITUDE,OPINION,0.014,0,0.014
ATTRACT,ART,0.014,0,0.014
ATTRACT,ATTENTION,0.014,0,0.014
ATTRACT,BEAUTY,0.014,0,0.014
ATTRACT,BOYS,0.014,0,0.014
ATTRACT,CATCH,0.014,0,0.014
ATTRACT,DISGUST,0.014,0,0.014
ATTRACT,FIND,0.014,0,0.014
ATTRACT,GIRLS,0.014,0,0.014
ATTRACT,PEOPLE,0.014,0,0.014
ATTRACT,PERSON,0.014,0,0.014
ATTRACT,POSITIVE,0.014,0,0.014
ATTRACT,UGLY,0.014,0,0.014
AURA,AIR,0.014,0,0.014
AURA,AROMA,0.014,0,0.014
AURA,BEING,0.014,0,0.014
AURA,SCENT,0.014,0,0.014
AURA,SKY,0.014,0,0.014
AURA,SUN,0.014,0,0.014
AURA,SURROUNDING,0.014,0,0.014
AURA,WATER,0.014,0,0.014
AUTHOR,PERSON,0.014,0,0.014
AUTHORITY,ANARCHY,0.014,0,0.014
AUTHORITY,DAD,0.014,0,0.014
AUTHORITY,MEAN,0.014,0,0.014
AUTHORITY,PRINCIPLE,0.014,0,0.014
AUTO,DRIVE,0.014,0,0.014
AUTO,REPAIR,0.014,0,0.014
AUTOMOBILE,SATURN,0.014,0,0.014
AUTOMOBILE,VEHICLE,0.014,0,0.014
AVOID,ACCIDENT,0.014,0,0.014
AVOID,REJECT,0.014,0,0.014
AWARD,ATHLETIC,0.014,0,0.014
AWARD,FIRST,0.014,0,0.014
AWARE,BE,0.014,0,0.014
AWARE,DANGER,0.014,0,0.014
AWARE,LOOK,0.014,0,0.014
AWARE,OBVIOUS,0.014,0,0.014
AWARE,REALIZE,0.014,0,0.014
AWARE,UNCONSCIOUS,0.014,0,0.014
AWAY,COLLEGE,0.014,0,0.014
AWAY,GOODBYE,0.014,0,0.014
AWAY,TRIP,0.014,0,0.014
BACK,BODY,0.014,0,0.014
BACK,NECK,0.014,0,0.014
BACK,PERSON,0.014,0,0.014
BACK,SHOULDER,0.014,0,0.014
BACK,STOMACH,0.014,0,0.014
BACKBONE,COURAGE,0.014,0,0.014
BACKBONE,FOUNDATION,0.014,0,0.014
BACKBONE,NERVES,0.014,0,0.014
BACKBONE,PART,0.014,0,0.014
BACKBONE,STRAIGHT,0.014,0,0.014
BACKBONE,SUPPORT,0.014,0,0.014
BACKPACK,LEATHER,0.014,0,0.014
BACKPACK,PURSE,0.014,0,0.014
BACKWARD,MOVEMENT,0.014,0,0.014
BACTERIA,DISGUSTING,0.014,0,0.014
BACTERIA,GROSS,0.014,0,0.014
BACTERIA,GROWTH,0.014,0,0.014
BACTERIA,ILLNESS,0.014,0,0.014
BACTERIA,INFECTION,0.014,0,0.014
BACTERIA,YOGURT,0.014,0,0.014
BAGGAGE,LOST,0.014,0,0.014
BAKER,DOUGH,0.014,0,0.014
BAKER,FAT,0.014,0,0.014
BAKER,OVEN,0.014,0,0.014
BALLERINA,PRETTY,0.014,0,0.014
BALLERINA,SLIPPERS,0.014,0,0.014
BALLET,ART,0.014,0,0.014
BALLET,BORING,0.014,0,0.014
BALLET,GIRL,0.014,0,0.014
BALLET,PINK,0.014,0,0.014
BALLET,PLAY,0.014,0,0.014
BALLET,THEATER,0.014,0,0.014
BALLOON,BALL,0.014,0,0.014
BALLOON,BIG,0.014,0,0.014
BALLOON,BIRTHDAY,0.014,0,0.014
BALLOON,CIRCUS,0.014,0,0.014
BALLOON,COLOR,0.014,0,0.014
BALLOON,FREE,0.014,0,0.014
BALLOON,HAPPY,0.014,0,0.014
BALLOON,HIGH,0.014,0,0.014
BALLOON,RIDE,0.014,0,0.014
BALLOON,RUBBER,0.014,0,0.014
BALLOON,SKY,0.014,0,0.014
BALLOON,STRING,0.014,0,0.014
BALLOT,CAST,0.014,0,0.014
BALLOT,ELECT,0.014,0,0.014
BALLOT,PAPER,0.014,0,0.014
BALLOT,TICKET,0.014,0,0.014
BANANA,GRAPE,0.014,0,0.014
BANANA,SKIN,0.014,0,0.014
BAND,NOISE,0.014,0,0.014
BAND,RAP,0.014,0,0.014
BAND,SONG,0.014,0,0.014
BANDAID,BRUISE,0.014,0,0.014
BANDAID,COVER,0.014,0,0.014
BANDAID,HEAL,0.014,0,0.014
BANDAID,PROTECT,0.014,0,0.014
BANDAID,SCRATCH,0.014,0,0.014
BANDIT,BLACK,0.014,0,0.014
BANDIT,BURGLAR,0.014,0,0.014
BANDIT,SHERIFF,0.014,0,0.014
BANG,BIG,0.014,0,0.014
BANG,SEX,0.014,0,0.014
BANJO,BAND,0.014,0,0.014
BANJO,PICK,0.014,0,0.014
BANJO,PLAYER,0.014,0,0.014
BANJO,STRING,0.014,0,0.014
BAR,DANCE,0.014,0,0.014
BAR,POLE,0.014,0,0.014
BARK,YELL,0.014,0,0.014
BARRIER,BRIDGE,0.014,0,0.014
BARRIER,DAMN,0.014,0,0.014
BARRIER,GATE,0.014,0,0.014
BARRIER,LINE,0.014,0,0.014
BARRIER,ROAD,0.014,0,0.014
BARRIER,SOUND,0.014,0,0.014
BARTENDER,FUN,0.014,0,0.014
BARTENDER,WAITRESS,0.014,0,0.014
BASEBALL,BORING,0.014,0,0.014
BASEBALL,CARD,0.014,0,0.014
BASEBALL,DIAMOND,0.014,0,0.014
BASIC,AVERAGE,0.014,0,0.014
BASIC,DIFFICULT,0.014,0,0.014
BASIC,DUMB,0.014,0,0.014
BASIC,JEANS,0.014,0,0.014
BASIC,KNOWLEDGE,0.014,0,0.014
BASIC,ORIGINAL,0.014,0,0.014
BASIC,REGULAR,0.014,0,0.014
BASKET,BREAD,0.014,0,0.014
BASKET,CARRY,0.014,0,0.014
BASKET,CONTAINER,0.014,0,0.014
BASKET,EGGS,0.014,0,0.014
BASKET,GARBAGE,0.014,0,0.014
BASKET,TRASH,0.014,0,0.014
BASKET,WOOD,0.014,0,0.014
BASKETBALL,FUN,0.014,0,0.014
BASS,LAKE,0.014,0,0.014
BASS,RADIO,0.014,0,0.014
BASS,SOUND,0.014,0,0.014
BASSINET,CRADLE,0.014,0,0.014
BATHROOM,MIRROR,0.014,0,0.014
BATHROOM,SOAP,0.014,0,0.014
BATHROOM,TEETH,0.014,0,0.014
BATTLE,CRY,0.014,0,0.014
BATTLE,DEATH,0.014,0,0.014
BATTLE,DIE,0.014,0,0.014
BATTLE,PEACE,0.014,0,0.014
BATTLE,SHIP,0.014,0,0.014
BEAM,BOARD,0.014,0,0.014
BEAM,POLE,0.014,0,0.014
BEAM,UP,0.014,0,0.014
BEAN,BACON,0.014,0,0.014
BEAN,JELLY,0.014,0,0.014
BEAN,PLANT,0.014,0,0.014
BEARD,DAD,0.014,0,0.014
BEARD,FUZZY,0.014,0,0.014
BEARD,GROWTH,0.014,0,0.014
BEARD,SANTA,0.014,0,0.014
BEAUTIFUL,FLOWER,0.014,0,0.014
BEAUTY,AID,0.014,0,0.014
BEAUTY,CHARM,0.014,0,0.014
BEAUTY,EYES,0.014,0,0.014
BEAUTY,LOVE,0.014,0,0.014
BEAUTY,SEXY,0.014,0,0.014
BEAUTY,WOMAN,0.014,0,0.014
BEAVER,BEAR,0.014,0,0.014
BEAVER,BROWN,0.014,0,0.014
BEAVER,FUR,0.014,0,0.014
BEAVER,HAT,0.014,0,0.014
BEAVER,TREE,0.014,0,0.014
BECAUSE,EXCUSE,0.014,0,0.014
BECAUSE,RESULT,0.014,0,0.014
BECAUSE,RIGHT,0.014,0,0.014
BEDROOM,FURNITURE,0.014,0,0.014
BEDROOM,HOME,0.014,0,0.014
BEDROOM,LIGHT,0.014,0,0.014
BEDROOM,MASTER,0.014,0,0.014
BEDROOM,NIGHT,0.014,0,0.014
BEDROOM,SUITE,0.014,0,0.014
BEET,FRUIT,0.014,0,0.014
BEET,GROSS,0.014,0,0.014
BEET,JUICE,0.014,0,0.014
BEET,ONION,0.014,0,0.014
BEGGAR,FOOD,0.014,0,0.014
BEGGAR,NEED,0.014,0,0.014
BEGGAR,RICH,0.014,0,0.014
BEGINNING,FIRST,0.014,0,0.014
BEGINNING,NEW,0.014,0,0.014
BEHAVIOR,ABNORMAL,0.014,0,0.014
BEHAVIOR,CHARACTER,0.014,0,0.014
BEHAVIOR,CHILD,0.014,0,0.014
BEHAVIOR,ETIQUETTE,0.014,0,0.014
BEHAVIOR,IRREGULAR,0.014,0,0.014
BEHAVIOR,KID,0.014,0,0.014
BEHAVIOR,MOOD,0.014,0,0.014
BEHAVIOR,PATTERN,0.014,0,0.014
BEHAVIOR,PEOPLE,0.014,0,0.014
BEHAVIOR,WEIRD,0.014,0,0.014
BEHIND,ASS,0.014,0,0.014
BEHIND,LATE,0.014,0,0.014
BEHIND,UNDER,0.014,0,0.014
BEING,BODY,0.014,0,0.014
BEING,WILL,0.014,0,0.014
BELIEF,CONFIDENCE,0.014,0,0.014
BELIEF,CUSTOM,0.014,0,0.014
BELIEF,KNOW,0.014,0,0.014
BELIEF,NONE,0.014,0,0.014
BELIEF,REAL,0.014,0,0.014
BELIEF,THOUGHT,0.014,0,0.014
BELIEF,TRUE,0.014,0,0.014
BELIEF,TRUTH,0.014,0,0.014
BELIEF,UNDERSTAND,0.014,0,0.014
BELIEF,VALUE,0.014,0,0.014
BELL,GOLD,0.014,0,0.014
BELL,LEAVE,0.014,0,0.014
BELLY,SCRATCH,0.014,0,0.014
BELLY,TIGHT,0.014,0,0.014
BELLY,UP,0.014,0,0.014
BELOW,LEVEL,0.014,0,0.014
BELOW,OVER,0.014,0,0.014
BELOW,SUB,0.014,0,0.014
BEND,DOWN,0.014,0,0.014
BEND,MOVE,0.014,0,0.014
BEND,SHAKE,0.014,0,0.014
BEND,STRONG,0.014,0,0.014
BEST,FIRST,0.014,0,0.014
BEST,LEAST,0.014,0,0.014
BEST,POOR,0.014,0,0.014
BETWEEN,BRAIN,0.014,0,0.014
BETWEEN,ROCK,0.014,0,0.014
BETWEEN,SIDE,0.014,0,0.014
BETWEEN,THIGH,0.014,0,0.014
BEVERAGE,COLD,0.014,0,0.014
BEWARE,FRIGHT,0.014,0,0.014
BIG,DOG,0.014,0,0.014
BILL,EXPENSIVE,0.014,0,0.014
BILL,NOSE,0.014,0,0.014
BILL,NOTE,0.014,0,0.014
BILL,OWE,0.014,0,0.014
BILL,RIGHTS,0.014,0,0.014
BIOLOGY,BORING,0.014,0,0.014
BIOLOGY,NATURE,0.014,0,0.014
BIOLOGY,PIG,0.014,0,0.014
BIOLOGY,TEACHER,0.014,0,0.014
BIOLOGY,TEST,0.014,0,0.014
BITTER,ACID,0.014,0,0.014
BITTER,MEAN,0.014,0,0.014
BLACK,BEAUTIFUL,0.014,0,0.014
BLACK,EVIL,0.014,0,0.014
BLACK,MAN,0.014,0,0.014
BLACKBERRY,BLACK,0.014,0,0.014
BLACKBERRY,CHERRY,0.014,0,0.014
BLACKBERRY,GOOD,0.014,0,0.014
BLACKBERRY,YUCK,0.014,0,0.014
BLACKBOARD,CLASS,0.014,0,0.014
BLACKBOARD,GREEN,0.014,0,0.014
BLACKBOARD,JUNGLE,0.014,0,0.014
BLACKMAIL,COMMUNIST,0.014,0,0.014
BLACKMAIL,CRIME,0.014,0,0.014
BLACKMAIL,GREED,0.014,0,0.014
BLACKMAIL,MEAN,0.014,0,0.014
BLACKMAIL,PICTURE,0.014,0,0.014
BLACKMAIL,USE,0.014,0,0.014
BLAME,EXCUSE,0.014,0,0.014
BLAME,FORGIVE,0.014,0,0.014
BLAME,HEAT,0.014,0,0.014
BLAME,HURT,0.014,0,0.014
BLAME,INSECURE,0.014,0,0.014
BLAME,PUSH,0.014,0,0.014
BLAME,RAIN,0.014,0,0.014
BLAME,SCOLD,0.014,0,0.014
BLEACH,LAUNDRY,0.014,0,0.014
BLEACH,STAIN,0.014,0,0.014
BLEND,COLOR,0.014,0,0.014
BLEND,COMBINE,0.014,0,0.014
BLEND,JUICE,0.014,0,0.014
BLEND,MASH,0.014,0,0.014
BLEND,SMEAR,0.014,0,0.014
BLESSING,CHILD,0.014,0,0.014
BLESSING,DISGUISE,0.014,0,0.014
BLESSING,GIFT,0.014,0,0.014
BLESSING,GRACE,0.014,0,0.014
BLESSING,MARRIAGE,0.014,0,0.014
BLESSING,NUN,0.014,0,0.014
BLESSING,RELIGION,0.014,0,0.014
BLESSING,WEDDING,0.014,0,0.014
BLOCKS,KIDS,0.014,0,0.014
BLOCKS,NEIGHBORHOOD,0.014,0,0.014
BLOCKS,PLAY,0.014,0,0.014
BLONDE,BOMB,0.014,0,0.014
BLOW,DRY,0.014,0,0.014
BLOW,HARD,0.014,0,0.014
BLUBBER,BUTT,0.014,0,0.014
BLUE,LIGHT,0.014,0,0.014
BLUE,MOON,0.014,0,0.014
BLUE,WHITE,0.014,0,0.014
BLUEBERRY,CHERRY,0.014,0,0.014
BLUEJAY,BASEBALL,0.014,0,0.014
BLUEJAY,BLUE,0.014,0,0.014
BLUFF,BEACH,0.014,0,0.014
BLUFF,BULLY,0.014,0,0.014
BLUFF,FALSE,0.014,0,0.014
BLUNT,AFFECT,0.014,0,0.014
BLUNT,OPEN,0.014,0,0.014
BLUNT,ROUND,0.014,0,0.014
BLUNT,SMOOTH,0.014,0,0.014
BODY,BEAUTIFUL,0.014,0,0.014
BODY,MOTION,0.014,0,0.014
BODY,SELF,0.014,0,0.014
BODY,SEX,0.014,0,0.014
BODY,SKINNY,0.014,0,0.014
BODY,SWEAT,0.014,0,0.014
BODY,THIN,0.014,0,0.014
BODY,WORKOUT,0.014,0,0.014
BOIL,BAKE,0.014,0,0.014
BOIL,BURN,0.014,0,0.014
BOIL,CRAB,0.014,0,0.014
BOIL,FREEZE,0.014,0,0.014
BOIL,STONE,0.014,0,0.014
BOILED,BAKED,0.014,0,0.014
BOILED,CHICKEN,0.014,0,0.014
BOLD,AGGRESSIVE,0.014,0,0.014
BOLD,COURAGEOUS,0.014,0,0.014
BOLD,FACE,0.014,0,0.014
BOLD,PRINT,0.014,0,0.014
BONDAGE,FEMALE,0.014,0,0.014
BONDAGE,LEATHER,0.014,0,0.014
BONDAGE,LOOSE,0.014,0,0.014
BONDAGE,MARRIAGE,0.014,0,0.014
BONDAGE,UNION,0.014,0,0.014
BOOT,LICK,0.014,0,0.014
BOOT,SNEAKERS,0.014,0,0.014
BOOTH,BOX,0.014,0,0.014
BOOTH,EAT,0.014,0,0.014
BOOTH,FAIR,0.014,0,0.014
BOOTH,GAME,0.014,0,0.014
BOOTS,BLACK,0.014,0,0.014
BOOTS,HEEL,0.014,0,0.014
BOOTS,HORSE,0.014,0,0.014
BOOTS,MITTEN,0.014,0,0.014
BOOTS,MUD,0.014,0,0.014
BOOZE,PARTY,0.014,0,0.014
BOOZE,USELESS,0.014,0,0.014
BOOZE,VODKA,0.014,0,0.014
BORED,DEPRESSED,0.014,0,0.014
BORED,HOME,0.014,0,0.014
BORED,ME,0.014,0,0.014
BORED,SCHOOL,0.014,0,0.014
BORED,SLEEP,0.014,0,0.014
BORING,DEAD,0.014,0,0.014
BORROW,DIG,0.014,0,0.014
BORROW,GIVE,0.014,0,0.014
BORROW,KEEP,0.014,0,0.014
BOTHER,ANGER,0.014,0,0.014
BOTHER,FATHER,0.014,0,0.014
BOTHER,IGNORE,0.014,0,0.014
BOTHER,SON,0.014,0,0.014
BOTTOM,BARREL,0.014,0,0.014
BOTTOM,BOAT,0.014,0,0.014
BOTTOM,EMPTY,0.014,0,0.014
BOTTOM,LINE,0.014,0,0.014
BOTTOM,LOW,0.014,0,0.014
BOTTOM,REAR,0.014,0,0.014
BOURBON,COKE,0.014,0,0.014
BOW,BEND,0.014,0,0.014
BOW,PRESENT,0.014,0,0.014
BOWLING,BOWL,0.014,0,0.014
BOWLING,FUN,0.014,0,0.014
BOWLING,GAME,0.014,0,0.014
BRA,COVER,0.014,0,0.014
BRA,LACE,0.014,0,0.014
BRA,UNCOMFORTABLE,0.014,0,0.014
BRACELET,CHAIN,0.014,0,0.014
BRACELET,EARRING,0.014,0,0.014
BRACELET,PRETTY,0.014,0,0.014
BRACES,HANDICAP,0.014,0,0.014
BRACES,KID,0.014,0,0.014
BRACES,LEG,0.014,0,0.014
BRACES,YOUNG,0.014,0,0.014
BRAKE,ACCIDENT,0.014,0,0.014
BRAKE,GAS,0.014,0,0.014
BRAKE,REST,0.014,0,0.014
BRAKE,SPEED,0.014,0,0.014
BRANDY,GLASS,0.014,0,0.014
BRASS,BELL,0.014,0,0.014
BRASS,MUSIC,0.014,0,0.014
BRASS,PLATE,0.014,0,0.014
BRAVADO,BULL,0.014,0,0.014
BRAVADO,HAPPY,0.014,0,0.014
BRAVADO,MAN,0.014,0,0.014
BRAVADO,PROUD,0.014,0,0.014
BRAVE,BASEBALL,0.014,0,0.014
BRAVE,MAN,0.014,0,0.014
BRAVE,PROUD,0.014,0,0.014
BRAVE,SOUL,0.014,0,0.014
BRAVE,STUPID,0.014,0,0.014
BRAVE,WEAK,0.014,0,0.014
BRAVERY,DEATH,0.014,0,0.014
BREAKABLE,CHINA,0.014,0,0.014
BREAKABLE,COMB,0.014,0,0.014
BREAKABLE,ITEM,0.014,0,0.014
BREAKABLE,SHATTER,0.014,0,0.014
BREAKABLE,VASE,0.014,0,0.014
BREAKFAST,BEGINNING,0.014,0,0.014
BREAKFAST,CLUB,0.014,0,0.014
BREAKFAST,MEAL,0.014,0,0.014
BREAST,BABY,0.014,0,0.014
BREAST,BODY,0.014,0,0.014
BREAST,BRA,0.014,0,0.014
BREAST,LARGE,0.014,0,0.014
BREAST,MOTHER,0.014,0,0.014
BREAST,PAT,0.014,0,0.014
BREAST,SEX,0.014,0,0.014
BREATHE,MIST,0.014,0,0.014
BREATHE,MOUTH,0.014,0,0.014
BREATHE,SNEEZE,0.014,0,0.014
BRIEF,FAST,0.014,0,0.014
BRIEF,MESSAGE,0.014,0,0.014
BRIEF,MOMENT,0.014,0,0.014
BRIEFCASE,BACKPACK,0.014,0,0.014
BRIEFCASE,IMPORTANT,0.014,0,0.014
BRIEFCASE,NOTE,0.014,0,0.014
BRIEFCASE,OFFICE,0.014,0,0.014
BRIGHT,DAY,0.014,0,0.014
BRIGHT,DUMB,0.014,0,0.014
BRILLIANT,DUMB,0.014,0,0.014
BRILLIANT,EXCEPTIONAL,0.014,0,0.014
BRILLIANT,STUPID,0.014,0,0.014
BRILLIANT,SUN,0.014,0,0.014
BRILLIANT,SUPERIOR,0.014,0,0.014
BRING,HOME,0.014,0,0.014
BRING,MONEY,0.014,0,0.014
BRISK,MORNING,0.014,0,0.014
BRISK,SHORT,0.014,0,0.014
BRISK,STRONG,0.014,0,0.014
BRITANNICA,CLOTHES,0.014,0,0.014
BRITANNICA,INFORMATION,0.014,0,0.014
BRITANNICA,SHOES,0.014,0,0.014
BRITTLE,BROKEN,0.014,0,0.014
BRITTLE,WEAK,0.014,0,0.014
BROCCOLI,FLOWER,0.014,0,0.014
BROCCOLI,GROSS,0.014,0,0.014
BROCCOLI,NASTY,0.014,0,0.014
BROKE,DISHES,0.014,0,0.014
BROKE,EMPTY,0.014,0,0.014
BROKE,LEG,0.014,0,0.014
BROKE,TORN,0.014,0,0.014
BROKEN,HALF,0.014,0,0.014
BROKEN,SNAP,0.014,0,0.014
BROKEN,TOGETHER,0.014,0,0.014
BROWN,BORING,0.014,0,0.014
BROWN,COW,0.014,0,0.014
BROWN,DOG,0.014,0,0.014
BROWN,LEAF,0.014,0,0.014
BROWN,RED,0.014,0,0.014
BROWN,TREE,0.014,0,0.014
BRUNETTE,BEAUTIFUL,0.014,0,0.014
BRUNETTE,BLACK,0.014,0,0.014
BRUNETTE,SMART,0.014,0,0.014
BUBBLE,FLOAT,0.014,0,0.014
BUBBLE,WATER,0.014,0,0.014
BUCKET,HOLE,0.014,0,0.014
BUCKET,KICK,0.014,0,0.014
BUCKET,SAND,0.014,0,0.014
BUCKET,WINE,0.014,0,0.014
BUD,DRINK,0.014,0,0.014
BUD,GREEN,0.014,0,0.014
BUD,VASE,0.014,0,0.014
BUDGET,CAR,0.014,0,0.014
BUDGET,CUT,0.014,0,0.014
BUFFALO,CHIPS,0.014,0,0.014
BUFFALO,DEAD,0.014,0,0.014
BUFFALO,ELEPHANT,0.014,0,0.014
BUFFALO,HAIRY,0.014,0,0.014
BUFFALO,HUGE,0.014,0,0.014
BUFFALO,RARE,0.014,0,0.014
BUFFALO,WATER,0.014,0,0.014
BUGGY,CHILD,0.014,0,0.014
BUGGY,COACH,0.014,0,0.014
BUGGY,VEHICLE,0.014,0,0.014
BULB,PLANT,0.014,0,0.014
BULB,ROUND,0.014,0,0.014
BULLET,HURT,0.014,0,0.014
BULLET,PAIN,0.014,0,0.014
BULLET,STEEL,0.014,0,0.014
BULLOCK,BULLY,0.014,0,0.014
BULLOCK,DOG,0.014,0,0.014
BULLOCK,NOTHING,0.014,0,0.014
BULLOCK,SPEED,0.014,0,0.014
BULLY,CRUEL,0.014,0,0.014
BULLY,FRIEND,0.014,0,0.014
BULLY,HURT,0.014,0,0.014
BULLY,PEST,0.014,0,0.014
BULLY,PUSH,0.014,0,0.014
BULLY,RUDE,0.014,0,0.014
BULLY,STUPID,0.014,0,0.014
