Cues,Targets,FSG,BSG,Symm
WITHDRAWN,DEPRESSED,0.061,0,0.061
WRITER,TYPEWRITER,0.061,0,0.061
YO-YO,GAME,0.061,0,0.061
ACE,HOLE,0.062,0,0.062
ADMIT,GUILT,0.062,0,0.062
ADULTS,PEOPLE,0.062,0,0.062
ADVICE,GOOD,0.062,0,0.062
AIM,HIGH,0.062,0,0.062
ALERT,FIRE,0.062,0,0.062
ANALYZE,FIGURE,0.062,0,0.062
ANTEATER,BUG,0.062,0,0.062
ARTS,MUSIC,0.062,0,0.062
ASCENT,RISE,0.062,0,0.062
ASCENT,UP,0.062,0,0.062
ATHLETE,FOOTBALL,0.062,0,0.062
AWARE,BEWARE,0.062,0,0.062
BAKED,PIE,0.062,0,0.062
BAND,ROCK,0.062,0,0.062
BIAS,RACE,0.062,0,0.062
BLUR,UNCLEAR,0.062,0,0.062
BONDAGE,SLAVE,0.062,0,0.062
BOURBON,DRUNK,0.062,0,0.062
BRASS,BED,0.062,0,0.062
BRASS,INSTRUMENT,0.062,0,0.062
BRIEFCASE,LAWYER,0.062,0,0.062
BULLET,DEATH,0.062,0,0.062
CABINET,MAKER,0.062,0,0.062
CARPET,SOFT,0.062,0,0.062
CENTURY,TIME,0.062,0,0.062
CHAMPION,HERO,0.062,0,0.062
CHARITY,POOR,0.062,0,0.062
CHIP,WOOD,0.062,0,0.062
CLIFF,DIVE,0.062,0,0.062
CLIFF,JUMP,0.062,0,0.062
COMFORTABLE,BED,0.062,0,0.062
COMFORTABLE,COUCH,0.062,0,0.062
COMMUNIST,BAD,0.062,0,0.062
COMMUNIST,RED,0.062,0,0.062
CONCLUSION,BEGINNING,0.062,0,0.062
CONFESSION,TELL,0.062,0,0.062
COOKING,CLEANING,0.062,0,0.062
CRACKERS,SALTINE,0.062,0,0.062
CRADLE,HOLD,0.062,0,0.062
CRAFT,BOAT,0.062,0,0.062
CREATE,ART,0.062,0,0.062
CREATIVE,WRITING,0.062,0,0.062
CRUMB,FOOD,0.062,0,0.062
CRUMB,MESS,0.062,0,0.062
CRYSTAL,DIAMOND,0.062,0,0.062
CUP,SOUP,0.062,0,0.062
CURIOSITY,WONDER,0.062,0,0.062
DEBATE,TALK,0.062,0,0.062
DEFENSE,FOOTBALL,0.062,0,0.062
DEFENSE,PROTECT,0.062,0,0.062
DEMOCRAT,PRESIDENT,0.062,0,0.062
DESIGN,CLOTHES,0.062,0,0.062
DICTATOR,PRESIDENT,0.062,0,0.062
DISCOVERY,FOUND,0.062,0,0.062
DISGUST,SICK,0.062,0,0.062
DISHES,CLEAN,0.062,0,0.062
DIVIDE,CUT,0.062,0,0.062
DOMINATE,RULE,0.062,0,0.062
DOORWAY,OPENING,0.062,0,0.062
DRUGS,MEDICINE,0.062,0,0.062
EARN,SPEND,0.062,0,0.062
ELEPHANT,HUGE,0.062,0,0.062
ENOUGH,LOTS,0.062,0,0.062
EXAMPLE,SHOW,0.062,0,0.062
EXISTENCE,DEATH,0.062,0,0.062
EXPRESS,MAIL,0.062,0,0.062
FACT,TRUE,0.062,0,0.062
FEELING,HAPPY,0.062,0,0.062
FICTION,FAKE,0.062,0,0.062
FLUFFY,DOG,0.062,0,0.062
FOAM,SOAP,0.062,0,0.062
FOREIGN,DIFFERENT,0.062,0,0.062
FRANCE,COUNTRY,0.062,0,0.062
FRATERNITY,BROTHER,0.062,0,0.062
FRIENDLINESS,HAPPINESS,0.062,0,0.062
FROSTING,SWEET,0.062,0,0.062
FUNCTION,PURPOSE,0.062,0,0.062
FURY,FIRE,0.062,0,0.062
GARLIC,BREATH,0.062,0,0.062
GIANT,HUGE,0.062,0,0.062
GLOOMY,DULL,0.062,0,0.062
GOAT,ANIMAL,0.062,0,0.062
GOURMET,DINNER,0.062,0,0.062
GOVERNOR,POLITICS,0.062,0,0.062
HABIT,BREAK,0.062,0,0.062
HANDLE,BAR,0.062,0,0.062
HELL,HOT,0.062,0,0.062
HELPER,ELF,0.062,0,0.062
HEROINE,NEEDLE,0.062,0,0.062
HOPE,DREAM,0.062,0,0.062
HOSTILITY,MEAN,0.062,0,0.062
IMAGINATION,FANTASY,0.062,0,0.062
INDIAN,FEATHER,0.062,0,0.062
INMATE,CONVICT,0.062,0,0.062
INTEREST,MONEY,0.062,0,0.062
INTUITION,SENSE,0.062,0,0.062
IRRITATE,MAD,0.062,0,0.062
ISLAND,SUN,0.062,0,0.062
ISSUE,DEBATE,0.062,0,0.062
ISSUE,PROBLEM,0.062,0,0.062
JAR,OPEN,0.062,0,0.062
JEEP,ARMY,0.062,0,0.062
JOINT,ACCOUNT,0.062,0,0.062
LAY,BED,0.062,0,0.062
LAY,SEX,0.062,0,0.062
LEAK,HOLE,0.062,0,0.062
LEAN,MEAN,0.062,0,0.062
LEAN,MEAT,0.062,0,0.062
LEVEL,STRAIGHT,0.062,0,0.062
LIAR,TRUTH,0.062,0,0.062
LIGHTNING,RAIN,0.062,0,0.062
LIPS,RED,0.062,0,0.062
LODGE,MOTEL,0.062,0,0.062
MANNERS,GOOD,0.062,0,0.062
MARBLE,GAME,0.062,0,0.062
MARBLE,ROUND,0.062,0,0.062
MASTER,LEADER,0.062,0,0.062
MATURE,AGE,0.062,0,0.062
MECHANIC,FIX,0.062,0,0.062
MEDIEVAL,ANCIENT,0.062,0,0.062
MEET,FRIEND,0.062,0,0.062
MODEST,CONCEITED,0.062,0,0.062
MOM,LOVE,0.062,0,0.062
MONKEY,ANIMAL,0.062,0,0.062
MUFFIN,TOAST,0.062,0,0.062
NAME,MINE,0.062,0,0.062
NEGATIVE,BAD,0.062,0,0.062
NET,GROSS,0.062,0,0.062
NOTES,MUSIC,0.062,0,0.062
NOTES,SCHOOL,0.062,0,0.062
OPERA,MUSIC,0.062,0,0.062
OVERFLOW,ABUNDANCE,0.062,0,0.062
PAGE,NUMBER,0.062,0,0.062
PASSAGE,WAY,0.062,0,0.062
PICKLE,SANDWICH,0.062,0,0.062
PILE,LEAVES,0.062,0,0.062
PLACE,HERE,0.062,0,0.062
PLAIN,BORING,0.062,0,0.062
POKER,HAND,0.062,0,0.062
POLISH,SHOE,0.062,0,0.062
POLITICIAN,GOVERNMENT,0.062,0,0.062
POSSESS,KEEP,0.062,0,0.062
PRESENCE,THERE,0.062,0,0.062
PREY,HUNT,0.062,0,0.062
PRICELESS,DIAMOND,0.062,0,0.062
PRINCIPAL,TEACHER,0.062,0,0.062
PROCEDURE,DIRECTIONS,0.062,0,0.062
PROCEDURE,STEPS,0.062,0,0.062
PROTECTION,GUN,0.062,0,0.062
PUNISHMENT,JAIL,0.062,0,0.062
REACTION,REFLECT,0.062,0,0.062
REARRANGE,FURNITURE,0.062,0,0.062
RELEASE,GO,0.062,0,0.062
REVOLUTION,CHANGE,0.062,0,0.062
RISE,UP,0.062,0,0.062
ROBBER,STEAL,0.062,0,0.062
ROCKET,SHUTTLE,0.062,0,0.062
ROOSTER,MORNING,0.062,0,0.062
RURAL,AREA,0.062,0,0.062
SALUTE,RESPECT,0.062,0,0.062
SCROLL,OLD,0.062,0,0.062
SERVICE,GAS,0.062,0,0.062
SHAG,DANCE,0.062,0,0.062
SHAG,HAIR,0.062,0,0.062
SLAP,HURT,0.062,0,0.062
SLAP,STICK,0.062,0,0.062
SLIDE,DOWN,0.062,0,0.062
SLUM,LORD,0.062,0,0.062
SOFA,BED,0.062,0,0.062
SOLVE,ANSWER,0.062,0,0.062
SPEAKER,LECTURE,0.062,0,0.062
SPEAKER,PHONE,0.062,0,0.062
SQUEAK,CLEAN,0.062,0,0.062
SQUEAK,DOOR,0.062,0,0.062
SQUEAK,OIL,0.062,0,0.062
STITCH,TIME,0.062,0,0.062
STORAGE,ROOM,0.062,0,0.062
SUEDE,JACKET,0.062,0,0.062
SUPERVISOR,WORK,0.062,0,0.062
TOMATO,FRUIT,0.062,0,0.062
TOOL,WORK,0.062,0,0.062
TRADITION,HOLIDAY,0.062,0,0.062
TRANSPARENT,OPAQUE,0.062,0,0.062
TRIAL,JUDGE,0.062,0,0.062
TRY,WORK,0.062,0,0.062
TYPEWRITER,LETTER,0.062,0,0.062
TYPEWRITER,WORD,0.062,0,0.062
VALUE,MORALS,0.062,0,0.062
VIOLET,RED,0.062,0,0.062
WAY,ONE,0.062,0,0.062
WHALE,OCEAN,0.062,0,0.062
WHO,OWL,0.062,0,0.062
WIMP,STRONG,0.062,0,0.062
WITNESS,SEE,0.062,0,0.062
WOODWIND,FLUTE,0.062,0,0.062
WOODWIND,PIPE,0.062,0,0.062
WORSHIP,CHURCH,0.062,0,0.062
ZODIAC,NUMBER,0.062,0,0.062
ZONE,TOW,0.062,0,0.062
ZOO,LION,0.062,0,0.062
ASHES,BURNT,0.063,0,0.063
BAT,FLY,0.063,0,0.063
BAT,NIGHT,0.063,0,0.063
BOOK,WORM,0.063,0,0.063
BUS,STOP,0.063,0,0.063
BUSH,GARDEN,0.063,0,0.063
BUSY,WORK,0.063,0,0.063
CAGE,BAR,0.063,0,0.063
CAGE,JAIL,0.063,0,0.063
CALM,SEA,0.063,0,0.063
CAP,GOWN,0.063,0,0.063
CAPTION,PICTURE,0.063,0,0.063
CHOIR,BOY,0.063,0,0.063
CHORUS,MUSIC,0.063,0,0.063
CLOUD,NINE,0.063,0,0.063
COMPETENCE,ABLE,0.063,0,0.063
CONSTRUCT,BUILDING,0.063,0,0.063
COTTAGE,LAKE,0.063,0,0.063
CUDDLE,HOLD,0.063,0,0.063
DECK,HALL,0.063,0,0.063
DIFFER,CHANGE,0.063,0,0.063
DINE,OUT,0.063,0,0.063
DISTINCT,DIFFERENT,0.063,0,0.063
DRESS,GIRL,0.063,0,0.063
EMOTION,HAPPY,0.063,0,0.063
FACE,PERSON,0.063,0,0.063
FADE,JEANS,0.063,0,0.063
FORTUNE,RICH,0.063,0,0.063
FRILL,EXTRA,0.063,0,0.063
GALOSHES,RUBBER,0.063,0,0.063
GENEROUS,STINGY,0.063,0,0.063
GRAVY,TRAIN,0.063,0,0.063
GUILT,BAD,0.063,0,0.063
HALF,FULL,0.063,0,0.063
HALF,MOON,0.063,0,0.063
HAZE,CLOUD,0.063,0,0.063
HEARING,DEAF,0.063,0,0.063
HIDE,SCARE,0.063,0,0.063
HOOP,CIRCLE,0.063,0,0.063
INFERNO,HOT,0.063,0,0.063
LAMB,GOAT,0.063,0,0.063
LEATHER,COAT,0.063,0,0.063
LEATHER,SHOE,0.063,0,0.063
LIME,GREEN,0.063,0,0.063
LINE,FISH,0.063,0,0.063
LIST,PAPER,0.063,0,0.063
MAGNITUDE,BIG,0.063,0,0.063
MEMORY,BRAIN,0.063,0,0.063
MINOR,YOUNG,0.063,0,0.063
MIRAGE,VISION,0.063,0,0.063
MONARCH,QUEEN,0.063,0,0.063
MORTGAGE,MONEY,0.063,0,0.063
OFTEN,ALWAYS,0.063,0,0.063
PANCAKES,FOOD,0.063,0,0.063
PLAID,UGLY,0.063,0,0.063
PLUM,PURPLE,0.063,0,0.063
PRECIPICE,BEFORE,0.063,0,0.063
RESEARCH,WORK,0.063,0,0.063
ROACH,GROSS,0.063,0,0.063
SALT,WATER,0.063,0,0.063
SCENE,ACT,0.063,0,0.063
SEAL,STAMP,0.063,0,0.063
SENSE,COMMON,0.063,0,0.063
SHIP,OCEAN,0.063,0,0.063
SPICE,FOOD,0.063,0,0.063
SPICE,HOT,0.063,0,0.063
SPIDER,LEGS,0.063,0,0.063
SPOON,EAT,0.063,0,0.063
STAB,WOUND,0.063,0,0.063
SURFACE,WATER,0.063,0,0.063
TANGENT,ANGLE,0.063,0,0.063
TEST,HARD,0.063,0,0.063
THORN,PAIN,0.063,0,0.063
TOMB,STONE,0.063,0,0.063
TREASURE,JEWELRY,0.063,0,0.063
TWEEZERS,HAIR,0.063,0,0.063
TWEEZERS,PINCH,0.063,0,0.063
UNIFORM,CLOTHES,0.063,0,0.063
UNIFORM,SOLDIER,0.063,0,0.063
VULNERABLE,HURT,0.063,0,0.063
WHEEL,TURN,0.063,0,0.063
WISDOM,OLD,0.063,0,0.063
YARN,WOOL,0.063,0,0.063
ABOVE,UP,0.064,0,0.064
ALLEY,WAY,0.064,0,0.064
BANDAID,SORE,0.064,0,0.064
BOIL,COOK,0.064,0,0.064
BOIL,HEAT,0.064,0,0.064
BOSS,JOB,0.064,0,0.064
CARDINAL,RED,0.064,0,0.064
CARDINAL,SIN,0.064,0,0.064
CART,HORSE,0.064,0,0.064
CAVE,ROCK,0.064,0,0.064
CHARGE,MONEY,0.064,0,0.064
CORNER,SHARP,0.064,0,0.064
COWARD,BULLY,0.064,0,0.064
COWARD,LION,0.064,0,0.064
CRIMINAL,CON,0.064,0,0.064
EYES,SEE,0.064,0,0.064
EYES,SIGHT,0.064,0,0.064
FIREMAN,TRUCK,0.064,0,0.064
INFERIOR,LESS,0.064,0,0.064
LIGHTER,SMOKE,0.064,0,0.064
LINK,BRACELET,0.064,0,0.064
LINK,TOGETHER,0.064,0,0.064
MINORITY,RACE,0.064,0,0.064
MOTION,CAR,0.064,0,0.064
MUSSEL,SEAFOOD,0.064,0,0.064
NUTS,CASHEW,0.064,0,0.064
OYSTER,BAR,0.064,0,0.064
POSITION,JOB,0.064,0,0.064
PRIZE,WINNER,0.064,0,0.064
PROPER,NAME,0.064,0,0.064
RAIN,SUN,0.064,0,0.064
ROT,STINK,0.064,0,0.064
SABER,SAW,0.064,0,0.064
SAFETY,CAREFUL,0.064,0,0.064
SEND,GIVE,0.064,0,0.064
SIN,GOD,0.064,0,0.064
STUCK,MUD,0.064,0,0.064
SYMPATHY,CARING,0.064,0,0.064
THREAT,KILL,0.064,0,0.064
THREAT,MEAN,0.064,0,0.064
TICK,BUG,0.064,0,0.064
TRENCH,DIG,0.064,0,0.064
VILLAIN,CRIMINAL,0.064,0,0.064
VILLAIN,ROBBER,0.064,0,0.064
VIOLIN,PLAY,0.064,0,0.064
WAIST,SMALL,0.064,0,0.064
WAREHOUSE,BOX,0.064,0,0.064
WIDTH,FAT,0.064,0,0.064
APOLOGY,FORGIVE,0.065,0,0.065
ASSAULT,FIGHT,0.065,0,0.065
BACKGROUND,SCENERY,0.065,0,0.065
BALL,GAME,0.065,0,0.065
BASEMENT,BOTTOM,0.065,0,0.065
BATHTUB,BUBBLE,0.065,0,0.065
BETWEEN,AROUND,0.065,0,0.065
BEWARE,CAREFUL,0.065,0,0.065
BRITTLE,HARD,0.065,0,0.065
CANAL,BOAT,0.065,0,0.065
COOLER,CALIFORNIA,0.065,0,0.065
CORN,YELLOW,0.065,0,0.065
COURAGEOUS,HERO,0.065,0,0.065
CREATOR,MASTER,0.065,0,0.065
CRIB,BED,0.065,0,0.065
CUSHION,SOFA,0.065,0,0.065
DISPERSE,LEAVE,0.065,0,0.065
DIZZY,SPELL,0.065,0,0.065
EMPATHY,SORROW,0.065,0,0.065
ENGINE,RUN,0.065,0,0.065
FBI,GOVERNMENT,0.065,0,0.065
FEDERAL,TAX,0.065,0,0.065
FILM,PICTURE,0.065,0,0.065
FITNESS,GYM,0.065,0,0.065
FOG,THICK,0.065,0,0.065
FUNGI,BACTERIA,0.065,0,0.065
FUNGI,BIOLOGY,0.065,0,0.065
GALLOP,RUN,0.065,0,0.065
GRACE,GOD,0.065,0,0.065
GRAPH,BAR,0.065,0,0.065
GRASSHOPPER,GRASS,0.065,0,0.065
GRASSHOPPER,HOP,0.065,0,0.065
HANDKERCHIEF,KLEENEX,0.065,0,0.065
HANDKERCHIEF,TISSUE,0.065,0,0.065
HOLIDAY,FUN,0.065,0,0.065
HUM,TUNE,0.065,0,0.065
HUNGER,PAIN,0.065,0,0.065
INITIAL,SIGN,0.065,0,0.065
INTENT,MEAN,0.065,0,0.065
INTROVERT,QUIET,0.065,0,0.065
JUST,BECAUSE,0.065,0,0.065
KIDS,MOM,0.065,0,0.065
LASH,OUT,0.065,0,0.065
LID,CAP,0.065,0,0.065
MARINE,OCEAN,0.065,0,0.065
MARS,BAR,0.065,0,0.065
MARS,SPACE,0.065,0,0.065
MEDICAL,HOSPITAL,0.065,0,0.065
METICULOUS,CLEAN,0.065,0,0.065
MILE,LONG,0.065,0,0.065
MOLASSES,SWEET,0.065,0,0.065
MONARCHY,GOVERNMENT,0.065,0,0.065
MUTE,SILENCE,0.065,0,0.065
NIGHTMARE,SLEEP,0.065,0,0.065
NOODLES,FOOD,0.065,0,0.065
OUTSIDE,HOT,0.065,0,0.065
PARAGRAPH,WRITE,0.065,0,0.065
PARKWAY,ROAD,0.065,0,0.065
PARTY,HARDY,0.065,0,0.065
PASSENGER,TRAIN,0.065,0,0.065
PATRIOT,FOOTBALL,0.065,0,0.065
PEEL,POTATO,0.065,0,0.065
PINK,GIRL,0.065,0,0.065
POLICEMAN,PIG,0.065,0,0.065
PORT,WINE,0.065,0,0.065
PRESS,NEWS,0.065,0,0.065
PROFESSOR,SMART,0.065,0,0.065
RACE,BLACK,0.065,0,0.065
RACQUETBALL,SWEAT,0.065,0,0.065
SATURN,VENUS,0.065,0,0.065
SCALP,INDIAN,0.065,0,0.065
SCRAP,WASTE,0.065,0,0.065
SIDE,BACK,0.065,0,0.065
SILENT,NIGHT,0.065,0,0.065
SILENT,NOISY,0.065,0,0.065
SLEIGH,CHRISTMAS,0.065,0,0.065
SLUG,HIT,0.065,0,0.065
SNIFF,COLD,0.065,0,0.065
SNIFF,DOG,0.065,0,0.065
SOLO,SINGLE,0.065,0,0.065
SPLIT,CUT,0.065,0,0.065
STATEMENT,WORD,0.065,0,0.065
STIFF,DEAD,0.065,0,0.065
STINGY,BEE,0.065,0,0.065
STINGY,MONEY,0.065,0,0.065
SUPERSTITION,SCARED,0.065,0,0.065
SWABS,EARS,0.065,0,0.065
SWISS,BANK,0.065,0,0.065
TERROR,MOVIE,0.065,0,0.065
TONIGHT,LATE,0.065,0,0.065
TREAD,MILL,0.065,0,0.065
TWIN,BED,0.065,0,0.065
UNPLEASANT,ODOR,0.065,0,0.065
UPTIGHT,ANAL,0.065,0,0.065
URGENT,NECESSARY,0.065,0,0.065
VEAL,FOOD,0.065,0,0.065
VEAL,LAMB,0.065,0,0.065
VIRGIN,GIRL,0.065,0,0.065
VIRGIN,WHITE,0.065,0,0.065
WEALTH,POOR,0.065,0,0.065
YOGURT,STRAWBERRY,0.065,0,0.065
ZERO,NUMBER,0.065,0,0.065
ACCUMULATE,PILE,0.066,0,0.066
ACTRESS,MOVIE,0.066,0,0.066
AFFECT,BOTHER,0.066,0,0.066
AFFECT,CHANGE,0.066,0,0.066
ANGLE,MATH,0.066,0,0.066
ANNIHILATE,BREATH,0.066,0,0.066
AWKWARD,FUNNY,0.066,0,0.066
BADGE,HONOR,0.066,0,0.066
BANDANNA,HAIR,0.066,0,0.066
BATTERY,POWER,0.066,0,0.066
BEGINNER,NEW,0.066,0,0.066
BIRTHDAY,CANDLE,0.066,0,0.066
BLOSSOM,GROW,0.066,0,0.066
BLUEPRINT,ARCHITECT,0.066,0,0.066
BLUEPRINT,BUILDING,0.066,0,0.066
BOOM,BOX,0.066,0,0.066
BUMPS,HEAD,0.066,0,0.066
CARESS,FEEL,0.066,0,0.066
CARESS,SOAP,0.066,0,0.066
CAULIFLOWER,WHITE,0.066,0,0.066
CENTS,CHANGE,0.066,0,0.066
CHEERLEADER,BLONDE,0.066,0,0.066
CHROMOSOMES,BODY,0.066,0,0.066
CRAMP,STOMACH,0.066,0,0.066
CREDIT,MONEY,0.066,0,0.066
DELAY,STOP,0.066,0,0.066
DEPEND,FRIEND,0.066,0,0.066
DEPEND,INDEPENDENT,0.066,0,0.066
DETAIL,FINE,0.066,0,0.066
DISINTEGRATE,DESTROY,0.066,0,0.066
DISMISS,FIRE,0.066,0,0.066
DISMISS,RELEASE,0.066,0,0.066
DONATION,GIVE,0.066,0,0.066
EASE,SIMPLE,0.066,0,0.066
ELECTRICIAN,LIGHT,0.066,0,0.066
ENERGETIC,ENERGY,0.066,0,0.066
ENGINEER,MATH,0.066,0,0.066
ERASER,MISTAKE,0.066,0,0.066
FABRIC,COTTON,0.066,0,0.066
FAME,MONEY,0.066,0,0.066
FEE,PRICE,0.066,0,0.066
FIERCE,ANGRY,0.066,0,0.066
FLASH,BULB,0.066,0,0.066
FLORIDA,HOT,0.066,0,0.066
FLYING,HIGH,0.066,0,0.066
FUDGE,CANDY,0.066,0,0.066
FUDGE,SWEET,0.066,0,0.066
GAMES,VIDEO,0.066,0,0.066
GEESE,GANDER,0.066,0,0.066
GIVING,GENEROUS,0.066,0,0.066
GIVING,TAKE,0.066,0,0.066
GYMNAST,ATHLETIC,0.066,0,0.066
HAIRCUT,TRIM,0.066,0,0.066
HOPELESS,DEPRESSION,0.066,0,0.066
JEALOUSY,GREEN,0.066,0,0.066
KLEENEX,BLOW,0.066,0,0.066
LANDSCAPE,FLOWERS,0.066,0,0.066
LICK,ENVELOPE,0.066,0,0.066
MANAGEMENT,CONTROL,0.066,0,0.066
MEMORIAL,DAY,0.066,0,0.066
MISSING,ACTION,0.066,0,0.066
MYTH,GREEK,0.066,0,0.066
NEWTON,PHYSICS,0.066,0,0.066
NITROGEN,HYDROGEN,0.066,0,0.066
NYLONS,LEGS,0.066,0,0.066
PADDY,HAMBURGER,0.066,0,0.066
PAINTER,ART,0.066,0,0.066
PARCEL,MAIL,0.066,0,0.066
PERMISSION,SLIP,0.066,0,0.066
PHILOSOPHER,THINK,0.066,0,0.066
MONKEY,CHIMPANZEE,0.035,0.68,-0.645
PLANE,JET,0.035,0.662,-0.627
DRUNK,SOBER,0.035,0.613,-0.578
BIRD,WINGS,0.035,0.476,-0.441
ACCOUNT,CHECKING,0.035,0.44,-0.405
BUSINESS,CORPORATION,0.035,0.374,-0.339
PLANETS,SUN,0.066,0,0.066
POWER,WEAK,0.066,0,0.066
PRODUCE,LETTUCE,0.066,0,0.066
PUBERTY,GROW,0.066,0,0.066
PUBERTY,HAIR,0.066,0,0.066
PUFF,COTTON,0.066,0,0.066
PUNCTUATION,SENTENCE,0.066,0,0.066
RECYCLE,PAPER,0.066,0,0.066
REMOVER,MAKE UP,0.066,0,0.066
RIGID,COLD,0.066,0,0.066
RIGID,SMOOTH,0.066,0,0.066
SAUSAGE,FOOD,0.066,0,0.066
SECLUDED,HIDDEN,0.066,0,0.066
SLOGAN,WORD,0.066,0,0.066
SNOTTY,BRAT,0.066,0,0.066
SNUGGLE,BEAR,0.066,0,0.066
SPINACH,VEGETABLE,0.066,0,0.066
SQUID,OCEAN,0.066,0,0.066
STRUGGLE,HARD,0.066,0,0.066
SUBMARINE,SHIP,0.066,0,0.066
SUBMARINE,YELLOW,0.066,0,0.066
SUE,GIRL,0.066,0,0.066
TENOR,SINGER,0.066,0,0.066
TERRITORY,MINE,0.066,0,0.066
THRESHOLD,PAIN,0.066,0,0.066
TREBLE,MUSIC,0.066,0,0.066
TYLENOL,PILL,0.066,0,0.066
VELOCITY,PHYSICS,0.066,0,0.066
WANTED,DESIRE,0.066,0,0.066
ABDUCT,STEAL,0.067,0,0.067
ADVIL,PILL,0.067,0,0.067
AIR FORCE,JET,0.067,0,0.067
AMATEUR,NEW,0.067,0,0.067
APATHETIC,SORRY,0.067,0,0.067
APPEAR,LOOK,0.067,0,0.067
APPEAR,SHOW,0.067,0,0.067
ASTEROID,PLANET,0.067,0,0.067
ATTEND,SCHOOL,0.067,0,0.067
BEANS,GAS,0.067,0,0.067
BEAT,WIN,0.067,0,0.067
BIZARRE,ODD,0.067,0,0.067
BLAST,BOOM,0.067,0,0.067
BLOCKADE,POLICE,0.067,0,0.067
BLOCKADE,ROAD,0.067,0,0.067
BOXING,SPORT,0.067,0,0.067
CARROTS,FOOD,0.067,0,0.067
CHAMBER,JUDGE,0.067,0,0.067
CHEAT,STEAL,0.067,0,0.067
CHECKERS,HAMBURGER,0.067,0,0.067
CHEESE,CAKE,0.067,0,0.067
CHIME,RING,0.067,0,0.067
CLOCKWISE,RIGHT,0.067,0,0.067
COMPLIMENT,GOOD,0.067,0,0.067
CONSTITUTION,FREEDOM,0.067,0,0.067
CONSTRUCTION,WORK,0.067,0,0.067
CORNBEEF,MEAT,0.067,0,0.067
CROWN,HAT,0.067,0,0.067
CURIOUS,MONKEY,0.067,0,0.067
DECEIT,CHEAT,0.067,0,0.067
DECOMPOSE,DIE,0.067,0,0.067
DECORATE,ROOM,0.067,0,0.067
ENVY,GREEN,0.067,0,0.067
EVIDENCE,COURT,0.067,0,0.067
FACTS,TRUE,0.067,0,0.067
FINISHED,END,0.067,0,0.067
FOLDER,SCHOOL,0.067,0,0.067
FORMAL,WEAR,0.067,0,0.067
FOX,DOG,0.067,0,0.067
FREEZER,ICE,0.067,0,0.067
FRESH,CLEAN,0.067,0,0.067
FUZZ,BALL,0.067,0,0.067
GLOVES,WARM,0.067,0,0.067
HAVE,GIVE,0.067,0,0.067
HEAL,DOCTOR,0.067,0,0.067
HEDGE,HOG,0.067,0,0.067
HEDGE,PLANT,0.067,0,0.067
HIKING,TRAIL,0.067,0,0.067
IGNORE,SNOB,0.067,0,0.067
INFLATION,ECONOMY,0.067,0,0.067
JEOPARDY,DANGER,0.067,0,0.067
JEOPARDY,TELEVISION,0.067,0,0.067
JOCK,ITCH,0.067,0,0.067
LEARNING,BOOK,0.067,0,0.067
LEARNING,TEACH,0.067,0,0.067
LIMIT,END,0.067,0,0.067
MAFIA,BAD,0.067,0,0.067
MAKE,UP,0.067,0,0.067
MANNER,GOOD,0.067,0,0.067
MARKET,GROCERIES,0.067,0,0.067
MELT,CHEESE,0.067,0,0.067
MIDNIGHT,MOON,0.067,0,0.067
MINDED,BRAIN,0.067,0,0.067
MOOSE,DEER,0.067,0,0.067
MUMMY,KING,0.067,0,0.067
MUST,NEED,0.067,0,0.067
NAPKIN,DINNER,0.067,0,0.067
NEUTRON,SCIENCE,0.067,0,0.067
NURSERY,KIDS,0.067,0,0.067
OBSTACLE,BLOCK,0.067,0,0.067
OLYMPICS,GOLD,0.067,0,0.067
ORANGE JUICE,FRUIT,0.067,0,0.067
ORIENT,ROAD,0.067,0,0.067
OTTER,SEA,0.067,0,0.067
OUNCE,POT,0.067,0,0.067
PAIR,GLOVES,0.067,0,0.067
PAPER TOWEL,BOUNTY,0.067,0,0.067
PAPER TOWEL,MESS,0.067,0,0.067
PASTRY,DESSERT,0.067,0,0.067
PEANUTS,BUTTER,0.067,0,0.067
PEDAL,FLOWER,0.067,0,0.067
PEROXIDE,BLEACH,0.067,0,0.067
PLUMBER,SINK,0.067,0,0.067
PLUMBER,WATER,0.067,0,0.067
POOL,TABLE,0.067,0,0.067
QUILT,GRANDMA,0.067,0,0.067
RABBIT,FAST,0.067,0,0.067
REPEAT,SAY,0.067,0,0.067
RIM,CAR,0.067,0,0.067
ROMANTIC,FLOWERS,0.067,0,0.067
RUDE,NICE,0.067,0,0.067
RUSSIA,COUNTRY,0.067,0,0.067
SCENERY,PICTURE,0.067,0,0.067
SCREEN,TEST,0.067,0,0.067
SMOKY,MOUNTAIN,0.067,0,0.067
SPLASH,WET,0.067,0,0.067
STAY,HERE,0.067,0,0.067
SUPPORT,GROUP,0.067,0,0.067
SWALLOW,FOOD,0.067,0,0.067
SWOON,LOVE,0.067,0,0.067
TEA,DRINK,0.067,0,0.067
THANKSGIVING,HOLIDAY,0.067,0,0.067
TOAST,BREAKFAST,0.067,0,0.067
TONGUE,KISS,0.067,0,0.067
TRAFFIC,ACCIDENT,0.067,0,0.067
TRANSPLANT,MOVE,0.067,0,0.067
TRANSPLANT,REPLACE,0.067,0,0.067
TROMBONE,HORN,0.067,0,0.067
TURKEY,BIRD,0.067,0,0.067
TURKEY,FOOD,0.067,0,0.067
TWILIGHT,EVENING,0.067,0,0.067
UNDERWATER,SEA,0.067,0,0.067
UNFAIR,LIFE,0.067,0,0.067
