CUE,TARGET, QSS, TSS
SECURE,POLICE,19,19
SECURE,STABLE,19,13
SECURE,SURE,19,13
SECURE,TIE,19,17
SECURITY,SAFE,13,21
SECURITY,GUARD,13,18
SECURITY,POLICE,13,19
SECURITY,BLANKET,13,9
SECURITY,ALARM,13,12
SECURITY,COP,13,16
SECURITY,LOCK,13,14
SECURITY,SYSTEM,13,22
SECURITY,TIGHT,13,13
SECURITY,COUNCIL,13, NULL
SECURITY,FORCE,13,17
SECURITY,INSECURITY,13, NULL
SECURITY,SOCIAL,13,15
SEDATIVE,SLEEP,10,10
SEDATIVE,DRUG,10,20
SEDATIVE,RELAX,10,20
SEDATIVE,PILL,10,14
SEDATIVE,CALM,10,14
SEDATIVE,TIRED,10,14
SEDATIVE,DROWSY,10,6
SEDATIVE,NARCOTIC,10, NULL
SEDATIVE,REST,10,13
SEDATIVE,VALIUM,10, NULL
SEE,EYE,14,13
SEE,LOOK,14,11
SEE,HEAR,14,11
SEE,SAW,14,13
SEE,BLIND,14,19
SEE,VIEW,14,18
SEE,VISION,14,12
SEE,GLASSES,14,16
SEE,DOG,14,5
SEE,LIGHT,14,12
SEE,SIGHT,14,8
SEE,OBSERVE,14,7
SEE,PERCEIVE,14,15
SEE,SPOT,14,12
SEED,PLANT,13,14
SEED,FLOWER,13,21
SEED,GROW,13,24
SEED,GRASS,13,14
SEED,SOW,13,15
SEED,TREE,13,21
SEED,BIRD,13,23
SEED,WEED,13,14
SEED,APPLE,13,17
SEED,FARM,13,12
SEED,SPROUT,13, NULL
SEED,FRUIT,13,17
SEED,POT,13,15
SEEK,FIND,5,11
SEEK,LOOK,5,11
SEEK,HIDE,5,9
SEEK,SEARCH,5,9
SEEK,DESTROY,5,24
SEEM,APPEAR,15,15
SEEM,LIKE,15,16
SEEM,BE,15,29
SEEM,IS,15, NULL
SEEM,MAYBE,15,23
SEEM,ALMOST,15, NULL
SEEM,LOOK,15,11
SEEM,TOBE,15, NULL
SEEM,APPEARANCE,15,16
SEEM,BECOME,15,24
SEEM,BELIEVE,15,23
SEEM,LIKELY,15, NULL
SEEM,PRETEND,15,13
SEEM,SAW,15,13
SEEM,TO,15, NULL
SEIZE,TAKE,17,11
SEIZE,CAPTURE,17,24
SEIZE,GRAB,17,18
SEIZE,HOLD,17,17
SEIZE,STOP,17,8
SEIZE,CONTROL,17,23
SEIZE,DAY,17,6
SEIZE,GRASP,17,13
SEIZE,THEDAY,17, NULL
SEIZE,ATTACK,17,20
SEIZE,CATCH,17,19
SEIZE,COPS,17, NULL
SEIZE,DRUGS,17,28
SEIZE,FIRE,17,18
SEIZE,SHIP,17,9
SEIZE,SIZE,17,11
SEIZE,SURRENDER,17, NULL
SELDOM,NEVER,16,9
SELDOM,OFTEN,16,18
SELDOM,RARE,16,27
SELDOM,FEW,16,12
SELDOM,ALWAYS,16,6
SELDOM,INFREQUENT,16, NULL
SELDOM,HARDLY,16, NULL
SELDOM,SEEN,16, NULL
SELDOM,OCCASIONALLY,16, NULL
SELDOM,USE,16,22
SELDOM,ALONE,16,19
SELDOM,DONE,16,9
SELDOM,LESS,16,12
SELDOM,NOTOFTEN,16, NULL
SELDOM,RANDOM,16, NULL
SELDOM,SCARCE,16,18
SELECT,CHOOSE,6,14
SELECT,PICK,6,13
SELECT,CHOICE,6,14
SELECT,FEW,6,12
SELECT,BEST,6,10
SELECT,CHOSEN,6, NULL
SELECTION,CHOICE,12,14
SELECTION,PICK,12,13
SELECTION,CHOOSE,12,14
SELECTION,COMMITTEE,12,14
SELECTION,BROAD,12,16
SELECTION,VARIETY,12,17
SELECTION,PROCESS,12,25
SELECTION,GOOD,12,8
SELECTION,GROUP,12,23
SELECTION,LIST,12,14
SELECTION,OPTION,12,8
SELECTION,SECTION,12,13
SELF,ME,13,12
SELF,PERSON,13,14
SELF,EGO,13,27
SELF,ESTEEM,13,9
SELF,I,13,6
SELF,OTHER,13,18
SELF,CONTROL,13,23
SELF,IMAGE,13,16
SELF,IMPORTANT,13,25
SELF,PRIDE,13,21
SELF,CONFIDENCE,13,19
SELF,CONSCIOUS,13,16
SELF,MYSELF,13, NULL
SELFISH,GREED,17,13
SELFISH,ME,17,12
SELFISH,MEAN,17,18
SELFISH,SNOB,17,18
SELFISH,STINGY,17,18
SELFISH,EGO,17,27
SELFISH,SELF-CENTERED,17, NULL
SELFISH,CHILD,17,15
SELFISH,RUDE,17,20
SELFISH,SPOILED,17,12
SELFISH,UNGIVING,17, NULL
SELFISH,ARROGANT,17,22
SELFISH,BRAT,17,13
SELFISH,CRAB,17,21
SELFISH,NICE,17,14
SELFISH,UNFAIR,17,16
SELFISH,UNTHOUGHTFUL,17, NULL
SELL,BUY,14,13
SELL,MONEY,14,19
SELL,SALE,14,17
SELL,GIVE,14,13
SELL,PURCHASE,14,12
SELL,VEND,14, NULL
SELL,BORROW,14,12
SELL,STORE,14,17
SELL,TRADE,14,22
SELL,AUCTION,14, NULL
SELL,CLOTHES,14,26
SELL,GO,14,14
SELL,REALESTATE,14,11
SELL,SOLICIT,14, NULL
SELLER,BUYER,12,8
SELLER,BOOK,12,15
SELLER,SALESMAN,12,28
SELLER,BASEMENT,12,19
SELLER,BEST,12,10
SELLER,SALES,12,26
SELLER,PUSHY,12,21
SELLER,WINE,12,22
SELLER,CAR,12,25
SELLER,MONEY,12,19
SELLER,SOLD,12, NULL
SELLER,VENDOR,12, NULL
SEMESTER,SCHOOL,17,22
SEMESTER,LONG,17,13
SEMESTER,TERM,17,13
SEMESTER,YEAR,17,12
SEMESTER,CLASS,17,23
SEMESTER,QUARTER,17,15
SEMESTER,COLLEGE,17,15
SEMESTER,OVER,17,11
SEMESTER,HOURS,17,15
SEMESTER,END,17,8
SEMESTER,EXAM,17,7
SEMESTER,GRADE,17,14
SEMESTER,FALL,17,17
SEMESTER,HALF,17,8
SEMESTER,TIME,17,14
SEMESTER,TWO,17,14
SEMESTER,WORK,17,19
SENATE,CONGRESS,14,25
SENATE,HOUSE,14,13
SENATE,GOVERNMENT,14,19
SENATE,COMMITTEE,14,14
SENATE,POLITICS,14,13
SENATE,CORRUPT,14,14
SENATE,CROOKS,14, NULL
SENATE,REPRESENTATIVE,14, NULL
SENATE,STATE,14,15
SENATE,CHEATS,14, NULL
SENATE,GOVERNOR,14,13
SENATE,POLITICIAN,14,17
SENATE,PRESIDENT,14,19
SENATE,SEAT,14,10
SENATOR,GOVERNMENT,18,19
SENATOR,POLITICS,18,13
SENATOR,CONGRESSMAN,18, NULL
SENATOR,GOVERNOR,18,13
SENATOR,POLITICIAN,18,17
SENATOR,PRESIDENT,18,19
SENATOR,CONGRESS,18,25
SENATOR,STATE,18,15
SENATOR,CROOK,18,11
SENATOR,CORRUPT,18,14
SENATOR,LIAR,18,18
SENATOR,REPRESENTATIVE,18, NULL
SENATOR,SENATE,18,14
SENATOR,MAYOR,18,20
SENATOR,SCUM,18,23
SENATOR,KENNEDY,18, NULL
SENATOR,TWO,18,14
SENATOR,WASHINGTON,18, NULL
SEND,MAIL,15,15
SEND,RECEIVE,15,15
SEND,LETTER,15,15
SEND,DELIVER,15,19
SEND,GIVE,15,13
SEND,GO,15,14
SEND,GET,15,23
SEND,MESSAGE,15,16
SEND,SENT,15, NULL
SEND,TRANSMIT,15, NULL
SEND,BRING,15,11
SEND,CARD,15,21
SEND,GIFT,15,16
SEND,MESSENGER,15, NULL
SEND,PACKAGE,15,19
SENSE,SMELL,18,13
SENSE,FEEL,18,14
SENSE,TOUCH,18,10
SENSE,COMMON,18,23
SENSE,FIVE,18,14
SENSE,SEE,18,14
SENSE,TASTE,18,15
SENSE,NONSENSE,18,20
SENSE,NOSE,18,15
SENSE,SIGHT,18,8
SENSE,HUMOR,18,6
SENSE,SIXTH,18, NULL
SENSE,CLEAR,18,20
SENSE,DIRECTION,18,24
SENSE,HEARING,18,12
SENSE,KNOWLEDGE,18,14
SENSE,REALITY,18,18
SENSE,STUPID,18,6
SENSITIVE,TOUCHY,23,17
SENSITIVE,CRY,23,14
SENSITIVE,SKIN,23,23
SENSITIVE,FEELING,23,18
SENSITIVE,CARING,23,18
SENSITIVE,EMOTIONAL,23,16
SENSITIVE,GIRL,23,8
SENSITIVE,SHY,23,16
SENSITIVE,EAR,23,14
SENSITIVE,KIND,23,15
SENSITIVE,EYES,23,15
SENSITIVE,SWEET,23,12
SENSITIVE,BURN,23,20
SENSITIVE,IRRITATE,23,12
SENSITIVE,NICE,23,14
SENSITIVE,QUIET,23,12
SENSITIVE,SINCERE,23,16
SENSITIVE,SOFT,23,19
SENSITIVE,SORE,23,17
SENSITIVE,TENDER,23,17
SENSITIVE,UNDERSTANDING,23,21
SENSITIVE,WEAK,23,11
SENSITIVE,WOMAN,23,7
SENTENCE,WORDS,18,19
SENTENCE,PARAGRAPH,18,17
SENTENCE,PERIOD,18,12
SENTENCE,STRUCTURE,18,14
SENTENCE,PRISON,18,17
SENTENCE,ENGLISH,18,16
SENTENCE,JAIL,18,15
SENTENCE,COMPOSE,18,14
SENTENCE,JUDGE,18,17
SENTENCE,DEATH,18,15
SENTENCE,PHRASE,18,11
SENTENCE,TALK,18,18
SENTENCE,FRAGMENT,18, NULL
SENTENCE,NOUN,18,7
SENTENCE,QUESTION,18,6
SENTENCE,RUN-ON,18, NULL
SENTENCE,SPELL,18,21
SENTENCE,TIME,18,14
SENTRY,GUARD,6,18
SENTRY,ARMY,6,12
SENTRY,SOLDIER,6,13
SENTRY,ALARM,6,12
SENTRY,GUN,6,18
SENTRY,MAN,6,9
SEPARATE,DIVIDE,10,15
SEPARATE,APART,10,8
SEPARATE,TOGETHER,10,19
SEPARATE,DIVORCE,10,11
SEPARATE,PART,10,17
SEPARATE,SPLIT,10,28
SEPARATE,REMOVE,10,16
SEPARATE,ALONE,10,19
SEPARATE,DEPART,10,10
SEPARATE,SORT,10, NULL
SERENE,CALM,8,14
SERENE,QUIET,8,12
SERENE,PEACEFUL,8,20
SERENE,PEACE,8,19
SERENE,TRANQUIL,8,13
SERENE,CLEAN,8,13
SERENE,PRETTY,8,11
SERENE,SCENERY,8,22
SERGEANT,ARMY,16,12
SERGEANT,MILITARY,16,19
SERGEANT,GENERAL,16,21
SERGEANT,LIEUTENANT,16,14
SERGEANT,DOCTOR,16,19
SERGEANT,POLICE,16,19
SERGEANT,MAJOR,16,10
SERGEANT,DRILL,16,19
SERGEANT,OFFICER,16,13
SERGEANT,AIRFORCE,16,15
SERGEANT,ARMS,16,11
SERGEANT,AUTHORITY,16,18
SERGEANT,COP,16,16
SERGEANT,FLEACOLLAR,16, NULL
SERGEANT,NAVY,16,10
SERGEANT,RANK,16,23
SERIAL,NUMBER,8,17
SERIAL,KILLER,8,19
SERIAL,SOAP,8,22
SERIAL,MURDER,8,10
SERIAL,CODE,8,20
SERIAL,TELEVISION,8,19
SERIAL,IDENTIFICATION,8,14
SERIAL,MANY,8,8
SERIES,BASEBALL,17,18
SERIES,WORLD,17,12
SERIES,TELEVISION,17,19
SERIES,NUMBERS,17,15
SERIES,BOOK,17,15
SERIES,CONTINUOUS,17, NULL
SERIES,MANY,17,8
SERIES,ORDER,17,22
SERIES,GAMES,17,13
SERIES,GROUP,17,23
SERIES,SET,17,23
SERIES,CONSECUTIVE,17, NULL
SERIES,FOOTBALL,17,23
SERIES,MOVIE,17,21
SERIES,ONE,17,6
SERIES,PROGRAM,17,14
SERIES,SHOW,17,24
SERIOUS,FUNNY,20,17
SERIOUS,JOKE,20,8
SERIOUS,SILLY,20,16
SERIOUS,STERN,20,15
SERIOUS,IMPORTANT,20,25
SERIOUS,FROWN,20,11
SERIOUS,HARD,20,10
SERIOUS,INTENSE,20, NULL
SERIOUS,LAUGH,20,8
SERIOUS,STUDENT,20,22
SERIOUS,CARELESS,20,15
SERIOUS,CONCERN,20,15
SERIOUS,FACE,20,20
SERIOUS,INTENT,20,17
SERIOUS,KID,20,12
SERIOUS,SINCERE,20,16
SERIOUS,SMART,20,14
SERIOUS,SOBER,20,10
SERIOUS,STRAIGHT,20,12
SERIOUS,STUPID,20,6
SERMON,CHURCH,12,15
SERMON,PREACHER,12,19
SERMON,LECTURE,12,16
SERMON,PREACH,12, NULL
SERMON,PRIEST,12,13
SERMON,SPEECH,12,17
SERMON,MASS,12,19
SERMON,MOUNT,12, NULL
SERMON,REVEREND,12, NULL
SERMON,BIBLE,12,8
SERMON,FISH,12,24
SERMON,PASTOR,12, NULL
SERPENT,SNAKE,8,21
SERPENT,EVIL,8,11
SERPENT,DRAGON,8,23
SERPENT,MONSTER,8,22
SERPENT,SEA,8,15
SERPENT,LOCHNESS,8, NULL
SERPENT,COBRA,8,7
SERPENT,DEVIL,8,11
SERVANT,MAID,15,20
SERVANT,SLAVE,15,18
SERVANT,BUTLER,15,11
SERVANT,MASTER,15,24
SERVANT,BLACK,15,10
SERVANT,RICH,15,7
SERVANT,HELP,15,23
SERVANT,POOR,15,11
SERVANT,WAITER,15,12
SERVANT,CLEAN,15,13
SERVANT,HOUSE,15,13
SERVANT,HELPER,15,17
SERVANT,MAN,15,9
SERVANT,MANSION,15,12
SERVANT,SERVICE,15,13
SERVER,WAITER,8,12
SERVER,WAITRESS,8,14
SERVER,RESTAURANT,8,12
SERVER,FOOD,8,18
SERVER,MAID,8,20
SERVER,TENNIS,8,9
SERVER,TRAY,8,19
SERVER,PLATE,8,12
SERVICE,STATION,13,10
SERVICE,HELP,13,23
SERVICE,GAS,13,10
SERVICE,FIX,13,9
SERVICE,CAR,13,25
SERVICE,CUSTOMER,13,21
SERVICE,SMILE,13,12
SERVICE,MAID,13,20
SERVICE,MILITARY,13,19
SERVICE,WORK,13,19
SERVICE,CHURCH,13,15
SERVICE,DUTY,13,15
SERVICE,TEMPLE,13,12
SESSION,CLASS,12,23
SESSION,SCHOOL,12,22
SESSION,MEETING,12,13
SESSION,TIME,12,14
SESSION,SUMMER,12,10
SESSION,PERIOD,12,12
SESSION,LONG,12,13
SESSION,CAMP,12,19
SESSION,COUNCIL,12, NULL
SESSION,COURSE,12,20
SESSION,GROUP,12,23
SESSION,THERAPY,12,27
SET,STAGE,23,19
SET,TELEVISION,23,19
SET,PLACE,23,22
SET,GROUP,23,23
SET,TABLE,23,10
SET,GO,23,14
SET,HAIR,23,19
SET,MOVIE,23,21
SET,PAIR,23,9
SET,POINT,23,24
SET,READY,23,15
SET,DETERMINE,23,17
SET,DISHES,23,19
SET,FIX,23,9
SET,LAY,23,13
SET,NUMBER,23,17
SET,ORGANIZE,23,23
SET,PLAY,23,21
SET,PREPARE,23,15
SET,SAT,23, NULL
SET,TENNIS,23,9
SET,TIME,23,14
SET,UP,23,5
SEVEN,EIGHT,12,8
SEVEN,NUMBER,12,17
SEVEN,ELEVEN,12, NULL
SEVEN,MOVIE,12,21
SEVEN,SIX,12,8
SEVEN,DWARVES,12,9
SEVEN,LUCKY,12, NULL
SEVEN,SINS,12, NULL
SEVEN,UP,12,5
SEVEN,SIGNS,12, NULL
SEVEN,DAYS,12,12
SEVEN,GOD,12,23
SEVERAL,MANY,12,8
SEVERAL,FEW,12,12
SEVERAL,LOTS,12,16
SEVERAL,PEOPLE,12,18
SEVERAL,SOME,12,16
SEVERAL,COUPLE,12,12
SEVERAL,HOURS,12,15
SEVERAL,MORE,12,9
SEVERAL,NUMEROUS,12,10
SEVERAL,THOUSAND,12, NULL
SEVERAL,TIMES,12,17
SEVERAL,TWO,12,14
SEVERE,BAD,20,9
SEVERE,STORM,20,12
SEVERE,HARSH,20,17
SEVERE,HEADACHE,20,13
SEVERE,PAIN,20,13
SEVERE,EXTREME,20,22
SEVERE,CUT,20,21
SEVERE,MINOR,20,13
SEVERE,SERIOUS,20,20
SEVERE,HARD,20,10
SEVERE,PUNISHMENT,20,22
SEVERE,ACCIDENT,20,20
SEVERE,BURN,20,20
SEVERE,COLD,20,19
SEVERE,MILD,20,20
SEVERE,CRUCIAL,20, NULL
SEVERE,HURT,20,12
SEVERE,STRICT,20,17
SEVERE,STRONG,20,11
SEVERE,TROUBLE,20,18
SEW,NEEDLE,21,8
SEW,THREAD,21,6
SEW,CLOTHES,21,26
SEW,MACHINE,21,17
SEW,BUTTON,21,16
SEW,KNIT,21,15
SEW,STITCH,21,9
SEW,CLOTH,21,21
SEW,MEND,21,11
SEW,TEAR,21,9
SEW,RIP,21,9
SEW,SHIRT,21,17
SEW,DRESS,21,15
SEW,FABRIC,21,15
SEW,HEM,21,11
SEW,HOLE,21,24
SEW,MOM,21,5
SEW,PANTS,21,22
SEW,PIN,21,15
SEW,SEAM,21,13
SEW,YARN,21,17
SEX,FEMALE,15,12
SEX,MALE,15,5
SEX,LOVE,15,18
SEX,FUN,15,15
SEX,GENDER,15,9
SEX,APPEAL,15,16
SEX,GOOD,15,8
SEX,INTERCOURSE,15, NULL
SEX,PLEASURE,15,18
SEX,GIRL,15,8
SEX,PASSION,15,12
SEX,PERSONAL,15,12
SEX,REPRODUCE,15,22
SEX,SAFE,15,21
SEX,WOMAN,15,7
SEXY,HOT,21,8
SEXY,LINGERIE,21,15
SEXY,GIRL,21,8
SEXY,MAN,21,9
SEXY,WOMAN,21,7
SEXY,LEGS,21,13
SEXY,SEX,21,15
SEXY,ATTRACTIVE,21,16
SEXY,BEAUTIFUL,21,8
SEXY,FINE,21,20
SEXY,PRETTY,21,11
SEXY,GIRLFRIEND,21,13
SEXY,LUST,21,8
SEXY,MEN,21,10
SEXY,GUY,21,8
SEXY,HANDSOME,21,13
SEXY,LACE,21,24
SEXY,ME,21,12
SEXY,MODELS,21, NULL
SEXY,SULTRY,21, NULL
SEXY,UGLY,21,14
SHACK,HOUSE,17,13
SHACK,HUT,17,17
SHACK,LOVE,17,18
SHACK,POOR,17,11
SHACK,RADIO,17,13
SHACK,BASKETBALL,17,13
SHACK,HOME,17,15
SHACK,SHED,17,26
SHACK,DIRTY,17,15
SHACK,OLD,17,9
SHACK,SMALL,17,9
SHACK,UP,17,5
SHACK,CABIN,17,9
SHACK,LEAN-TO,17, NULL
SHACK,MANSION,17,12
SHACK,SUGAR,17,12
SHACK,WOOD,17,26
SHADE,TREE,11,21
SHADE,COLOR,11,12
SHADE,DARK,11,8
SHADE,SUN,11,14
SHADE,COOL,11,12
SHADE,BLACK,11,10
SHADE,LAMP,11,7
SHADE,SHADOW,11,18
SHADE,GLASSES,11,16
SHADE,LIGHT,11,12
SHADE,WINDOW,11,14
SHADOW,DARK,18,8
SHADOW,BLACK,18,10
SHADOW,FOLLOW,18,11
SHADOW,SUN,18,14
SHADOW,EYE,18,13
SHADOW,BOX,18,15
SHADOW,SHADE,18,11
SHADOW,DOUBT,18,18
SHADOW,PERSON,18,14
SHADOW,COOL,18,12
SHADOW,GHOST,18,24
SHADOW,LIGHT,18,12
SHADOW,NIGHT,18,6
SHADOW,TREE,18,21
SHADOW,ALLEY,18,18
SHADOW,HIDE,18,9
SHADOW,MAN,18,9
SHADOW,SILHOUETTE,18, NULL
SHAG,DOG,10,5
SHAG,CARPET,10,17
SHAG,RUG,10,12
SHAG,DANCE,10,19
SHAG,HAIR,10,19
SHAG,CATCH,10,19
SHAG,FAG,10, NULL
SHAG,HAIRY,10,25
SHAG,MESSY,10,17
SHAG,RAG,10,18
SHAKE,RATTLE,20,7
SHAKE,MILK,20,18
SHAKE,CHOCOLATE,20,17
SHAKE,SHIVER,20,8
SHAKE,HANDS,20,9
SHAKE,BAKE,20,10
SHAKE,COLD,20,19
SHAKE,ROLL,20,20
SHAKE,STIR,20,14
SHAKE,VANILLA,20,10
SHAKE,DANCE,20,19
SHAKE,SCARE,20,11
SHAKE,DOWN,20,10
SHAKE,ICECREAM,20,17
SHAKE,LIQUID,20,14
SHAKE,QUIVER,20,9
SHAKE,SONG,20,16
SHAKE,TREMBLE,20, NULL
SHAKE,WELL,20,12
SHAKE,WIGGLE,20,19
SHALLOW,DEEP,10,13
SHALLOW,WATER,10,18
SHALLOW,POOL,10,13
SHALLOW,LOW,10,6
SHALLOW,DEPTH,10,17
SHALLOW,CREEK,10,13
SHALLOW,EMPTY,10,11
SHALLOW,SHORT,10,9
SHALLOW,GRAVE,10,22
SHALLOW,STUPID,10,6
SHAME,GUILT,15,19
SHAME,BAD,15,9
SHAME,DISGRACE,15,17
SHAME,DOUBT,15,18
SHAME,EMBARRASS,15,10
SHAME,SORROW,15,13
SHAME,BLAME,15,22
SHAME,HIDE,15,9
SHAME,HUMILIATE,15,15
SHAME,PITY,15,14
SHAME,REGRET,15,22
SHAME,SORRY,15,17
SHAME,WRONG,15,6
SHAME,ABUSE,15,15
SHAME,HURT,15,12
SHAMPOO,CONDITIONER,7,6
SHAMPOO,HAIR,7,19
SHAMPOO,CLEAN,7,13
SHAMPOO,WASH,7,14
SHAMPOO,SOAP,7,22
SHAMPOO,PERT,7, NULL
SHAMPOO,SHOWER,7,17
SHAPE,MOLD,18,15
SHAPE,FIGURE,18,19
SHAPE,FORM,18,20
SHAPE,ROUND,18,7
SHAPE,SIZE,18,11
SHAPE,BODY,18,31
SHAPE,UP,18,5
SHAPE,CIRCLE,18,5
SHAPE,SQUARE,18,13
SHAPE,OBJECT,18,17
SHAPE,FAT,18,16
SHAPE,CARVE,18, NULL
SHAPE,CONTOUR,18, NULL
SHAPE,CURVE,18,20
SHAPE,EXERCISE,18,28
SHAPE,GOOD,18,8
SHAPE,IN,18,2
SHAPE,TRIANGLE,18,14
SHARE,GIVE,20,13
SHARE,FRIEND,20,22
SHARE,FOOD,20,18
SHARE,STOCK,20,21
SHARE,TAKE,20,11
SHARE,TOGETHER,20,19
SHARE,MONEY,20,19
SHARE,SELFISH,20,17
SHARE,TOYS,20,21
SHARE,GIVING,20,18
SHARE,HELP,20,23
SHARE,KIND,20,15
SHARE,LOVE,20,18
SHARE,ALIKE,20,7
SHARE,EXCHANGE,20,16
SHARE,GENEROUS,20,12
SHARE,NICE,20,14
SHARE,SPLIT,20,28
SHARE,STINGY,20,18
SHARE,WARE,20, NULL
SHARK,JAWS,20,8
SHARK,FISH,20,24
SHARK,BITE,20,19
SHARK,TOOTH,20,14
SHARK,ATTACK,20,20
SHARK,OCEAN,20,17
SHARK,KILL,20,19
SHARK,DANGER,20,23
SHARK,KILLER,20,19
SHARK,DEADLY,20,20
SHARK,FEAR,20,17
SHARK,BIG,20,9
SHARK,DEATH,20,15
SHARK,FIN,20,12
SHARK,MEAT,20,17
SHARK,PAIN,20,13
SHARK,SCARY,20,13
SHARK,WATER,20,18
SHARK,WHALE,20,17
SHARK,WHITE,20,8
SHARP,POINT,18,24
SHARP,DULL,18,11
SHARP,KNIFE,18,13
SHARP,CUT,18,21
SHARP,PAIN,18,13
SHARP,PIN,18,15
SHARP,NEEDLE,18,8
SHARP,RAZOR,18,5
SHARP,EDGE,18,17
SHARP,BLUNT,18,20
SHARP,HURT,18,12
SHARP,BLADE,18,9
SHARP,PENCIL,18,9
SHARP,PIERCE,18, NULL
SHARP,QUICK,18,10
SHARP,SMART,18,14
SHARP,SMOOTH,18,12
SHARP,SOFT,18,19
SHATTER,BREAK,4,26
SHATTER,GLASS,4,21
SHATTER,WINDOW,4,14
SHATTER,BROKEN,4,22
SHAVE,RAZOR,12,5
SHAVE,BEARD,12,13
SHAVE,LEGS,12,13
SHAVE,HAIR,12,19
SHAVE,FACE,12,20
SHAVE,CUT,12,21
SHAVE,CREAM,12,14
SHAVE,SMOOTH,12,12
SHAVE,STUBBLE,12, NULL
SHAVE,CLEAN,12,13
SHAVE,MAN,12,9
SHAVE,LATHER,12,6
SHE,HE,5,5
SHE,HER,5,8
SHE,FEMALE,5,12
SHE,GIRL,5,8
SHE,WOLF,5,20
SHEARS,SCISSORS,8,4
SHEARS,CUT,8,21
SHEARS,HAIR,8,19
SHEARS,CLIPPERS,8,13
SHEARS,GARDEN,8,14
SHEARS,CURTAINS,8,17
SHEARS,PANTYHOSE,8,18
SHEARS,STOCKING,8,11
SHED,DOG,26,5
SHED,TOOLS,26,17
SHED,HAIR,26,19
SHED,SKIN,26,23
SHED,STORAGE,26,21
SHED,CLOTHES,26,26
SHED,GARAGE,26,12
SHED,MOWER,26,6
SHED,SNAKE,26,21
SHED,LOSE,26,11
SHED,BACKYARD,26, NULL
SHED,BARN,26,13
SHED,CAT,26,3
SHED,MOLT,26, NULL
SHED,SHACK,26,17
SHED,BIKE,26,18
SHED,BUILDING,26,20
SHED,FUR,26,13
SHED,GROW,26,24
SHED,HOUSE,26,13
SHED,HUT,26,17
SHED,LOOSE,26,7
SHED,PEEL,26,10
SHED,TEAR,26,9
SHED,TEARS,26,10
SHED,YARD,26,15
SHEEP,WOOL,17,16
SHEEP,LAMB,17,14
SHEEP,HERD,17,8
SHEEP,ANIMAL,17,28
SHEEP,GOAT,17,16
SHEEP,DOG,17,5
SHEEP,EWE,17,11
SHEEP,BLACK,17,10
SHEEP,COTTON,17,19
SHEEP,COW,17,10
SHEEP,FARM,17,12
SHEEP,FIELD,17,34
SHEEP,SHEPHERD,17,13
SHEEP,SKIN,17,23
SHEEP,SMELL,17,13
SHEEP,SWEATER,17,14
SHEEP,WHITE,17,8
SHEET,PAPER,8,15
SHEET,BED,8,11
SHEET,BLANKET,8,9
SHEET,MUSIC,8,25
SHEET,WHITE,8,8
SHEET,PILLOW,8,14
SHEET,COVER,8,23
SHEET,COLD,8,19
SHEETS,BED,12,11
SHEETS,BLANKET,12,9
SHEETS,PAPER,12,15
SHEETS,PILLOW,12,14
SHEETS,COVER,12,23
SHEETS,CLEAN,12,13
SHEETS,LINEN,12,11
SHEETS,SEX,12,15
SHEETS,WHITE,12,8
SHEETS,SATIN,12,9
SHEETS,WET,12,11
SHEETS,WRINKLE,12,15
SHELF,BOOK,19,15
SHELF,CABINET,19,16
SHELF,WOOD,19,26
SHELF,CLOSET,19,14
SHELF,TABLE,19,10
SHELF,CUPBOARD,19,15
SHELF,DESK,19,18
SHELF,COUNTER,19,17
SHELF,FOOD,19,18
SHELF,STORAGE,19,21
SHELF,TOP,19,11
SHELF,AWARDS,19, NULL
SHELF,BOOKCASE,19, NULL
SHELF,DRAWER,19,9
SHELF,LIFE,19,11
SHELF,ME,19,12
SHELF,ROOM,19,22
SHELF,STUFF,19,16
SHELF,WALL,19,23
SHELL,BEACH,17,16
SHELL,SEA,17,15
SHELL,OCEAN,17,17
SHELL,GAS,17,10
SHELL,CLAM,17,19
SHELL,FISH,17,24
SHELL,SAND,17,8
SHELL,SNAIL,17,8
SHELL,CONCH,17, NULL
SHELL,HARD,17,10
SHELL,OYSTER,17,14
SHELL,PEANUT,17,15
SHELL,PINK,17,23
SHELL,SHOCK,17,19
SHELL,STATION,17,10
SHELL,TURTLE,17,18
SHELL,WATER,17,18
SHELTER,HOME,15,15
SHELTER,HOUSE,15,13
SHELTER,BOMB,15,17
SHELTER,COVER,15,23
SHELTER,HOMELESS,15,18
SHELTER,SAFE,15,21
SHELTER,RAIN,15,18
SHELTER,HAVEN,15,18
SHELTER,SAFETY,15,19
SHELTER,STORM,15,12
SHELTER,HIDDEN,15,28
SHELTER,HIDE,15,9
SHELTER,HOUSING,15, NULL
SHELTER,PROTECTION,15,23
SHELTER,ROOF,15,9
SHEPHERD,SHEEP,13,17
SHEPHERD,DOG,13,5
SHEPHERD,BOY,13,10
SHEPHERD,JESUS,13,13
SHEPHERD,GERMAN,13, NULL
SHEPHERD,PIE,13,21
SHEPHERD,CANE,13,14
SHEPHERD,CHRISTMAS,13,13
SHEPHERD,FARMER,13,33
SHEPHERD,FLOCK,13, NULL
SHEPHERD,GOD,13,23
SHEPHERD,HERD,13,8
SHEPHERD,HERDER,13, NULL
SHERIFF,POLICE,8,19
SHERIFF,COP,8,16
SHERIFF,DEPUTY,8,9
SHERIFF,LAW,8,14
SHERIFF,OFFICER,8,13
