CUE,TARGET, QSS, TSS
CROCHET,YARN,18,17
CROCHET,GAME,18,13
CROCHET,GRASS,18,14
CROCHET,MALLET,18, NULL
CROCHET,OLD,18,9
CROCHET,SWEATER,18,14
CROCHET,BORING,18,16
CROCHET,MOTHER,18,13
CROCHET,THREAD,18,6
CROCHET,YARD,18,15
CROCODILE,ALLIGATOR,14,13
CROCODILE,REPTILE,14,8
CROCODILE,TEETH,14,16
CROCODILE,WATER,14,18
CROCODILE,ANIMAL,14,28
CROCODILE,BOOTS,14,13
CROCODILE,SHOES,14,12
CROCODILE,BITE,14,19
CROCODILE,DANGER,14,23
CROCODILE,FLORIDA,14,16
CROCODILE,GREEN,14,17
CROCODILE,MEAN,14,18
CROCODILE,SWAMP,14,24
CROCODILE,VICIOUS,14, NULL
CROOK,THIEF,11,11
CROOK,ROBBER,11,16
CROOK,CRIMINAL,11,18
CROOK,BURGLAR,11,19
CROOK,BAD,11,9
CROOK,DISHONEST,11,15
CROOK,JAIL,11,15
CROOK,STEAL,11,17
CROOK,BOOK,11,15
CROOK,CRANNY,11, NULL
CROOK,MASK,11,12
CROOKED,STRAIGHT,23,12
CROOKED,BENT,23,14
CROOKED,THIEF,23,11
CROOKED,NOSE,23,15
CROOKED,LINE,23,18
CROOKED,EVIL,23,11
CROOKED,BROKEN,23,22
CROOKED,COP,23,16
CROOKED,DEAD,23,18
CROOKED,TEETH,23,16
CROOKED,ARROW,23,9
CROOKED,ASKEW,23, NULL
CROOKED,BAD,23,9
CROOKED,CANE,23,14
CROOKED,CONARTIST,23, NULL
CROOKED,CORRUPT,23,14
CROOKED,CRIMINAL,23,18
CROOKED,GANGSTER,23,12
CROOKED,GIRLFRIEND,23,13
CROOKED,LAWYER,23,13
CROOKED,ROAD,23,24
CROOKED,STICK,23,24
CROOKED,STREET,23,15
CROPS,CORN,13,14
CROPS,FARM,13,12
CROPS,FOOD,13,18
CROPS,FIELD,13,34
CROPS,FARMER,13,33
CROPS,HARVEST,13,21
CROPS,WHEAT,13,17
CROPS,PLANT,13,14
CROPS,AGRICULTURE,13,18
CROPS,GROW,13,24
CROPS,ORANGE,13,14
CROPS,RAIN,13,18
CROPS,VEGETABLES,13,21
CROSS,JESUS,18,13
CROSS,GOD,18,23
CROSS,CHURCH,18,15
CROSS,COUNTRY,18,19
CROSS,RELIGION,18,14
CROSS,STREET,18,15
CROSS,CHRISTIAN,18,13
CROSS,CRISSCROSS,18, NULL
CROSS,ROAD,18,24
CROSS,BOW,18,12
CROSS,CHRIST,18,11
CROSS,PEN,18,4
CROSS,RAILROAD,18,7
CROSS,RED,18,14
CROSS,SYMBOL,18,21
CROSS,TRAINING,18, NULL
CROSS,HOLY,18,15
CROSS,OVER,18,11
CROSSING,RAILROAD,16,7
CROSSING,STREET,16,15
CROSSING,GUARD,16,18
CROSSING,ROAD,16,24
CROSSING,WALK,16,12
CROSSING,PATH,16,12
CROSSING,SCHOOL,16,22
CROSSING,DEER,16,18
CROSSING,DUCK,16,16
CROSSING,PEDESTRIAN,16,9
CROSSING,POINT,16,24
CROSSING,TRAIN,16,19
CROSSING,CROSSGUARD,16, NULL
CROSSING,INTERSECTION,16, NULL
CROSSING,STOP,16,8
CROSSING,X,16, NULL
CROW,BIRD,10,23
CROW,BLACK,10,10
CROW,CORN,10,14
CROW,SCARECROW,10,13
CROW,EAT,10,11
CROW,FLY,10,19
CROW,CAW,10, NULL
CROW,FARM,10,12
CROW,NOISY,10,8
CROW,ROOSTER,10,7
CROWD,PEOPLE,15,18
CROWD,MOB,15,10
CROWD,GROUP,15,23
CROWD,CONCERT,15,15
CROWD,MASS,15,19
CROWD,BUNCH,15,15
CROWD,ALONE,15,19
CROWD,BIG,15,9
CROWD,LOUD,15,11
CROWD,MANY,15,8
CROWD,NOISE,15,14
CROWD,PARTY,15,22
CROWD,RIOT,15,20
CROWD,STADIUM,15,19
CROWD,TIGHT,15,13
CROWN,KING,8,8
CROWN,JEWEL,8,20
CROWN,HEAD,8,15
CROWN,QUEEN,8,7
CROWN,HAT,8,12
CROWN,TOP,8,11
CROWN,ROYAL,8,17
CROWN,THRONE,8,7
CRUDE,RUDE,13,20
CRUDE,MEAN,13,18
CRUDE,OIL,13,17
CRUDE,ROUGH,13,17
CRUDE,EVIL,13,11
CRUDE,GROSS,13,16
CRUDE,NASTY,13,12
CRUDE,CRASS,13, NULL
CRUDE,DIRTY,13,15
CRUDE,DISGUSTING,13,14
CRUDE,BAD,13,9
CRUDE,RUST,13,17
CRUDE,UGLY,13,14
CRUEL,MEAN,12,18
CRUEL,KIND,12,15
CRUEL,NICE,12,14
CRUEL,EVIL,12,11
CRUEL,HARSH,12,17
CRUEL,PUNISHMENT,12,22
CRUEL,ANIMAL,12,28
CRUEL,HASTE,12, NULL
CRUEL,HATE,12,12
CRUEL,HOSTILE,12, NULL
CRUEL,INHUMANE,12, NULL
CRUEL,UNUSUAL,12,11
CRUISE,SHIP,11,9
CRUISE,BOAT,11,16
CRUISE,SAIL,11,7
CRUISE,BAHAMAS,11, NULL
CRUISE,VACATION,11,16
CRUISE,FUN,11,15
CRUISE,WATER,11,18
CRUISE,OCEAN,11,17
CRUISE,CONTROL,11,23
CRUISE,FLY,11,19
CRUISE,SUN,11,14
CRUMB,BREAD,12,15
CRUMB,CAKE,12,19
CRUMB,COOKIE,12,17
CRUMB,FOOD,12,18
CRUMB,MESS,12,18
CRUMB,CRACKER,12,18
CRUMB,ANT,12,14
CRUMB,PIE,12,21
CRUMB,APPLE,12,17
CRUMB,DIRT,12,18
CRUMB,PIECE,12,13
CRUMB,TOAST,12,14
CRUNCH,CHEW,24,12
CRUNCH,SMASH,24,20
CRUNCH,MUNCH,24,7
CRUNCH,BREAK,24,26
CRUNCH,NOISE,24,14
CRUNCH,CRACKLE,24,7
CRUNCH,BITE,24,19
CRUNCH,CRISP,24,23
CRUNCH,CEREAL,24,11
CRUNCH,BAR,24,13
CRUNCH,GRANOLA,24, NULL
CRUNCH,NESTLES,24, NULL
CRUNCH,CANDY,24,14
CRUNCH,CAPTAIN,24,13
CRUNCH,CRACK,24,15
CRUNCH,HARD,24,10
CRUNCH,SOUND,24,10
CRUNCH,COOKIE,24,17
CRUNCH,CRACKER,24,18
CRUNCH,CRUSH,24,20
CRUNCH,DESTROY,24,24
CRUNCH,NUT,24,14
CRUNCH,SNAP,24,16
CRUNCH,SQUASH,24,20
CRUNCHY,CANDY,16,14
CRUNCHY,CHEWY,16, NULL
CRUNCHY,CHIPS,16,20
CRUNCHY,NUT,16,14
CRUNCHY,CEREAL,16,11
CRUNCHY,PEANUTBUTTER,16,10
CRUNCHY,HARD,16,10
CRUNCHY,SMOOTH,16,12
CRUNCHY,CRISP,16,23
CRUNCHY,LOUD,16,11
CRUNCHY,SOFT,16,19
CRUNCHY,CHOCOLATE,16,17
CRUNCHY,FOOD,16,18
CRUNCHY,GRITTY,16, NULL
CRUNCHY,SOGGY,16, NULL
CRUNCHY,SOUND,16,10
CRUSH,SMASH,20,20
CRUSH,ORANGE,20,14
CRUSH,LOVE,20,18
CRUSH,SODA,20,12
CRUSH,CAN,20,20
CRUSH,SMUSH,20, NULL
CRUSH,ICE,20,18
CRUSH,DESTROY,20,24
CRUSH,SQUASH,20,20
CRUSH,SQUISH,20, NULL
CRUSH,KILL,20,19
CRUSH,POUND,20,14
CRUSH,SOFTDRINK,20, NULL
CRUSH,DEMOLISH,20,12
CRUSH,FLAT,20,19
CRUSH,GIRL,20,8
CRUSH,GROOVE,20, NULL
CRUSH,INFATUATION,20, NULL
CRUSH,PULVERIZE,20, NULL
CRUSH,SQUEEZE,20,21
CRUST,PIE,7,21
CRUST,BREAD,7,15
CRUST,PIZZA,7,14
CRUST,EDGE,7,17
CRUST,HARD,7,10
CRUST,TOAST,7,14
CRUST,FLAKE,7,9
CRUTCH,LEG,21,10
CRUTCH,BROKEN,21,22
CRUTCH,HURT,21,12
CRUTCH,HELP,21,23
CRUTCH,CAST,21,20
CRUTCH,CRIPPLE,21, NULL
CRUTCH,CANE,21,14
CRUTCH,LEAN,21,22
CRUTCH,LIMP,21,22
CRUTCH,INJURY,21,12
CRUTCH,WALK,21,12
CRUTCH,WOOD,21,26
CRUTCH,AID,21,7
CRUTCH,CHEW,21,12
CRUTCH,FRACTURE,21,8
CRUTCH,LAME,21, NULL
CRUTCH,PAIN,21,13
CRUTCH,POST,21,14
CRUTCH,RELIGION,21,14
CRUTCH,STICK,21,24
CRUTCH,SUPPORT,21,25
CRY,TEARS,14,10
CRY,SAD,14,7
CRY,LAUGH,14,8
CRY,BABY,14,19
CRY,SOB,14,4
CRY,WEEP,14,3
CRY,HURT,14,12
CRY,HAPPY,14,8
CRY,SMILE,14,12
CRY,HELP,14,23
CRY,BAWL,14, NULL
CRY,LOUD,14,11
CRY,SORROW,14,13
CRY,UPSET,14,12
CRYSTAL,BALL,15,17
CRYSTAL,GLASS,15,21
CRYSTAL,CLEAR,15,20
CRYSTAL,DIAMOND,15,17
CRYSTAL,VASE,15,14
CRYSTAL,CHANDELIER,15, NULL
CRYSTAL,EXPENSIVE,15,13
CRYSTAL,FRAGILE,15,11
CRYSTAL,JEWELRY,15,13
CRYSTAL,CHINA,15,18
CRYSTAL,JEWEL,15,20
CRYSTAL,MAGIC,15,23
CRYSTAL,NECKLACE,15,12
CRYSTAL,PRETTY,15,11
CRYSTAL,QUARTZ,15, NULL
CUB,BEAR,7,28
CUB,BABY,7,19
CUB,SCOUT,7,10
CUB,LION,7,15
CUB,TIGER,7,15
CUB,BASEBALL,7,18
CUB,CHICAGO,7, NULL
CUBE,ICE,11,18
CUBE,SQUARE,11,13
CUBE,BOX,11,15
CUBE,BLOCK,11,27
CUBE,RUBIX,11, NULL
CUBE,BALL,11,17
CUBE,CYLINDER,11,13
CUBE,DICE,11,23
CUBE,GEOMETRY,11,11
CUBE,SPHERE,11,9
CUBE,TRIANGLE,11,14
CUCUMBER,PICKLES,8,14
CUCUMBER,VEGETABLES,8,21
CUCUMBER,SALAD,8,15
CUCUMBER,GREEN,8,17
CUCUMBER,TOMATO,8,17
CUCUMBER,GARDEN,8,14
CUCUMBER,COOL,8,12
CUCUMBER,ZUCCHINI,8,13
CUDDLE,HUG,18,13
CUDDLE,BEAR,18,28
CUDDLE,BABY,18,19
CUDDLE,HOLD,18,17
CUDDLE,LOVE,18,18
CUDDLE,PUPPY,18,7
CUDDLE,SNUGGLE,18,16
CUDDLE,BOY,18,10
CUDDLE,TEDDYBEAR,18, NULL
CUDDLE,DOG,18,5
CUDDLE,SOFT,18,19
CUDDLE,CLOSE,18,9
CUDDLE,CUTE,18,18
CUDDLE,GIRL,18,8
CUDDLE,KITTEN,18,6
CUDDLE,CRADLE,18,5
CUDDLE,SQUEEZE,18,21
CUDDLE,WARM,18,11
CUE,POOL,21,13
CUE,STICK,21,24
CUE,BALL,21,17
CUE,GO,21,14
CUE,CARD,21,21
CUE,HINT,21,10
CUE,SIGNAL,21,16
CUE,SIGN,21,15
CUE,START,21,10
CUE,ACT,21,16
CUE,HELP,21,23
CUE,TIME,21,14
CUE,TIP,21,21
CUE,ACTOR,21,14
CUE,BABY,21,19
CUE,BILLIARDS,21, NULL
CUE,CLUE,21,15
CUE,INDICATOR,21, NULL
CUE,PLAY,21,21
CUE,SPEAK,21,16
CUE,STAGE,21,19
CUFF,SHIRT,12,17
CUFF,CUFFLINK,12, NULL
CUFF,SLEEVE,12,10
CUFF,HAND,12,16
CUFF,PANTS,12,22
CUFF,POLICE,12,19
CUFF,FOLD,12,19
CUFF,HANDCUFF,12, NULL
CUFF,JAIL,12,15
CUFF,COP,12,16
CUFF,HIT,12,18
CUFF,JACKET,12,15
CULTURE,SOCIETY,29,18
CULTURE,LIFESTYLE,29,16
CULTURE,BACKGROUND,29,20
CULTURE,TRADITION,29,19
CULTURE,CLUB,29,22
CULTURE,ART,29,17
CULTURE,CUSTOM,29,17
CULTURE,ENVIRONMENT,29,21
CULTURE,PEOPLE,29,18
CULTURE,ROOTS,29, NULL
CULTURE,SHOCK,29,19
CULTURE,HERITAGE,29,21
CULTURE,RELIGION,29,14
CULTURE,SUBCULTURE,29, NULL
CULTURE,CIVILIZATION,29, NULL
CULTURE,COUNTRY,29,19
CULTURE,DIVERSE,29, NULL
CULTURE,NORM,29,26
CULTURE,RACE,29,17
CULTURE,SOCIAL,29,15
CULTURE,TRIBE,29,6
CULTURE,VALUES,29,13
CULTURE,WORLD,29,12
CULTURE,BELIEFS,29, NULL
CULTURE,FOREIGN,29,20
CULTURE,GROW,29,24
CULTURE,HOME,29,15
CULTURE,LANGUAGE,29,13
CULTURE,UPBRINGING,29, NULL
CUNNING,SLY,17,12
CUNNING,FOX,17,18
CUNNING,SMART,17,14
CUNNING,DECEIVE,17,12
CUNNING,SNEAKY,17,20
CUNNING,CAT,17,3
CUNNING,CONNIVING,17, NULL
CUNNING,WISE,17,10
CUNNING,MEAN,17,18
CUNNING,WITTY,17, NULL
CUNNING,CLEVER,17,9
CUNNING,COWARD,17,13
CUNNING,NAIVE,17,15
CUNNING,PEOPLE,17,18
CUNNING,SLICK,17,13
CUNNING,SMOOTH,17,12
CUNNING,STEALTH,17, NULL
CUP,SAUCER,10,11
CUP,GLASS,10,21
CUP,COFFEE,10,13
CUP,SOUP,10,25
CUP,TEA,10,11
CUP,DRINK,10,20
CUP,BOWL,10,22
CUP,MUG,10,9
CUP,SPOON,10,12
CUP,WATER,10,18
CUPBOARD,CABINET,15,16
CUPBOARD,CUP,15,10
CUPBOARD,DISHES,15,19
CUPBOARD,FOOD,15,18
CUPBOARD,KITCHEN,15,22
CUPBOARD,PLATES,15,16
CUPBOARD,GLASSES,15,16
CUPBOARD,CANS,15, NULL
CUPBOARD,SHELF,15,19
CUPBOARD,CLOSET,15,14
CUPBOARD,PANTRY,15, NULL
CUPBOARD,BOX,15,15
CUPBOARD,HUBBARD,15, NULL
CUPBOARD,STORAGE,15,21
CUPBOARD,WOOD,15,26
CUPS,SAUCERS,16, NULL
CUPS,DRINK,16,20
CUPS,GLASSES,16,16
CUPS,PLATES,16,16
CUPS,BOWS,16, NULL
CUPS,COFFEE,16,13
CUPS,MUGS,16, NULL
CUPS,WATER,16,18
CUPS,MEASUREMENT,16,23
CUPS,PAPER,16,15
CUPS,BRA,16,15
CUPS,SPOONS,16, NULL
CUPS,BASEBALL,16,18
CUPS,HOLDERS,16, NULL
CUPS,LIQUID,16,14
CUPS,OUNCES,16, NULL
CURB,STREET,14,15
CURB,SIDEWALK,14,16
CURB,ROAD,14,24
CURB,CAR,14,25
CURB,EDGE,14,17
CURB,PARK,14,21
CURB,TIRE,14,10
CURB,CEMENT,14,12
CURB,SIDE,14,19
CURB,APPETITE,14, NULL
CURB,DOG,14,5
CURB,YELLOW,14,20
CURB,CONCRETE,14,15
CURB,SERVICE,14,13
CURE,DISEASE,15,12
CURE,MEDICINE,15,27
CURE,SICK,15,13
CURE,REMEDY,15,10
CURE,MUSIC,15,25
CURE,FIX,15,9
CURE,HEAL,15,19
CURE,HELP,15,23
CURE,AIDS,15,14
CURE,CANCER,15,13
CURE,ILL,15,6
CURE,DOCTOR,15,19
CURE,HEALTHY,15,19
CURE,THE,15, NULL
CURE,RELIEF,15,18
CURIOSITY,CAT,13,3
CURIOSITY,NOSY,13,26
CURIOSITY,WONDER,13,14
CURIOSITY,INTEREST,13,22
CURIOSITY,CURIOUS,13,18
CURIOSITY,INQUISITIVE,13, NULL
CURIOSITY,KNOWLEDGE,13,14
CURIOSITY,QUESTION,13,6
CURIOSITY,EAGER,13,19
CURIOSITY,INTELLIGENT,13,8
CURIOSITY,INTRIGUE,13, NULL
CURIOSITY,LEARNING,13,16
CURIOSITY,SEEKING,13, NULL
CURIOUS,GEORGE,18,14
CURIOUS,CAT,18,3
CURIOUS,NOSY,18,26
CURIOUS,MONKEY,18,22
CURIOUS,WONDER,18,14
CURIOUS,INTERESTED,18, NULL
CURIOUS,QUESTION,18,6
CURIOUS,INQUISITIVE,18, NULL
CURIOUS,CONFUSED,18, NULL
CURIOUS,DEAD,18,18
CURIOUS,INTRIGUED,18, NULL
CURIOUS,KILL,18,19
CURIOUS,KNOWLEDGE,18,14
CURIOUS,NICE,18,14
CURIOUS,NOISY,18,8
CURIOUS,ORANGE,18,14
CURIOUS,SNEAK,18,24
CURIOUS,THINK,18,22
CURRENT,NOW,21,9
CURRENT,WATER,21,18
CURRENT,RECENT,21,18
CURRENT,EVENT,21,22
CURRENT,RIVER,21,20
CURRENT,WAVE,21,13
CURRENT,AFFAIR,21,19
CURRENT,UPDATE,21,18
CURRENT,NEW,21,10
CURRENT,ELECTRICITY,21,15
CURRENT,NEWS,21,20
CURRENT,PAST,21,10
CURRENT,STREAM,21,10
CURRENT,OLD,21,9
CURRENT,PRESENT,21,12
CURRENT,DATE,21,20
CURRENT,HAPPENING,21,11
CURRENT,MODERN,21,15
CURRENT,NEWSPAPER,21,23
CURRENT,OCEAN,21,17
CURRENT,TIDE,21,16
CURSE,WITCH,16,22
CURSE,SWEAR,16,13
CURSE,WORDS,16,19
CURSE,BAD,16,9
CURSE,VOODOO,16, NULL
CURSE,EVIL,16,11
CURSE,HEX,16, NULL
CURSE,SPELL,16,21
CURSE,CUSS,16,12
CURSE,DEVIL,16,11
CURSE,LANGUAGE,16,13
CURSE,MUMMY,16,15
CURSE,SHIT,16, NULL
CURSE,DAMN,16,18
CURSE,GYPSY,16, NULL
CURSE,OMEN,16, NULL
CURSIVE,WRITING,11,21
CURSIVE,PRINT,11,12
CURSIVE,SCRIPT,11, NULL
CURSIVE,WRITE,11,16
CURSIVE,HANDWRITING,11, NULL
CURSIVE,MANUSCRIPT,11, NULL
CURSIVE,LETTER,11,15
CURSIVE,FLUID,11,13
CURSIVE,PEN,11,4
CURSIVE,PENMANSHIP,11, NULL
CURSIVE,SWEARING,11, NULL
CURTAIN,DRAPES,12,10
CURTAIN,ROD,12,15
CURTAIN,WINDOW,12,14
CURTAIN,SHADE,12,11
CURTAIN,STAGE,12,19
CURTAIN,SHOWER,12,17
CURTAIN,CALL,12,15
CURTAIN,BLINDS,12,14
CURTAIN,CLOSE,12,9
CURTAIN,COVER,12,23
CURTAIN,IRON,12,23
CURTAIN,WALL,12,23
CURTAINS,DRAPES,17,10
CURTAINS,WINDOW,17,14
CURTAINS,BLINDS,17,14
CURTAINS,ROD,17,15
CURTAINS,SHADE,17,11
CURTAINS,CLOSE,17,9
CURTAINS,HOUSE,17,13
CURTAINS,OPEN,17,5
CURTAINS,SHOWER,17,17
CURTAINS,CLOSED,17,5
CURTAINS,COVER,17,23
CURTAINS,DRAWN,17, NULL
CURTAINS,FABRIC,17,15
CURTAINS,HANG,17,29
CURTAINS,ROOM,17,22
CURTAINS,STAGE,17,19
CURTAINS,VERTICALS,17, NULL
CURVE,STRAIGHT,20,12
CURVE,ROAD,20,24
CURVE,BEND,20,17
CURVE,ROUND,20,7
CURVE,TURN,20,21
CURVE,CIRCLE,20,5
CURVE,WIND,20,19
CURVE,BALL,20,17
CURVE,BODY,20,31
CURVE,SHAPE,20,18
CURVE,SLANT,20, NULL
CURVE,ANGLE,20,16
CURVE,CORNER,20,22
CURVE,FIGURE,20,19
CURVE,GIRL,20,8
CURVE,GRADE,20,14
CURVE,LINE,20,18
CURVE,SHARP,20,18
CURVE,SLIDE,20,19
CURVE,SMOOTH,20,12
CURVED,STRAIGHT,22,12
CURVED,ROUND,22,7
CURVED,ROAD,22,24
CURVED,BENT,22,14
CURVED,SHAPE,22,18
CURVED,ARC,22, NULL
CURVED,BODY,22,31
CURVED,CROOKED,22,23
CURVED,LINE,22,18
CURVED,WAVY,22, NULL
CURVED,WOMAN,22,7
CURVED,CIRCLE,22,5
CURVED,TEST,22,17
CURVED,WINDING,22,17
CURVED,BOWED,22, NULL
CURVED,CORNER,22,22
CURVED,FIGURE,22,19
CURVED,GRADE,22,14
CURVED,NOTSTRAIGHT,22, NULL
CURVED,SLANTED,22, NULL
CURVED,TURNED,22, NULL
CURVED,TWISTED,22, NULL
CUSHION,COUCH,12,12
CUSHION,PILLOW,12,14
CUSHION,SOFT,12,19
CUSHION,SEAT,12,10
CUSHION,CHAIR,12,14
CUSHION,SOFA,12,10
CUSHION,PIN,12,15
CUSHION,BED,12,11
CUSHION,COMFORT,12,24
CUSHION,SIT,12,14
CUSHION,PAD,12,13
CUSHION,PLUSH,12,23
CUSS,SWEAR,12,13
CUSS,WORD,12,20
CUSS,CURSE,12,16
CUSS,BAD,12,9
CUSS,PROFANITY,12, NULL
CUSS,ANGER,12,14
CUSS,BECAUSE,12,12
CUSS,FOUL,12,19
CUSS,FUCK,12, NULL
CUSS,LANGUAGE,12,13
CUSS,MAD,12,11
CUSS,SHIT,12, NULL
CUSTARD,PUDDING,14,13
CUSTARD,PIE,14,21
CUSTARD,DESSERT,14,13
CUSTARD,FOOD,14,18
CUSTARD,MUSTARD,14,10
CUSTARD,SWEET,14,12
CUSTARD,YOGURT,14,17
CUSTARD,YELLOW,14,20
CUSTARD,COLONEL,14,15
CUSTARD,CREAM,14,14
CUSTARD,DOUGHNUT,14,15
CUSTARD,EGG,14,20
CUSTARD,FLAN,14, NULL
CUSTARD,YUCK,14,15
CUSTOM,TRADITION,17,19
CUSTOM,MADE,17,28
CUSTOM,RITUAL,17,19
CUSTOM,CULTURE,17,29
CUSTOM,CAR,17,25
CUSTOM,HABIT,17,17
CUSTOM,COUNTRY,17,19
CUSTOM,WAY,17,14
CUSTOM,AIRPORT,17,6
CUSTOM,DESIGN,17,17
CUSTOM,FAMILY,17,25
CUSTOM,GENERIC,17, NULL
CUSTOM,HERITAGE,17,21
CUSTOM,HOLIDAY,17,11
CUSTOM,SPECIAL,17,20
CUSTOM,TRAIT,17,13
CUSTOM,USEDTO,17, NULL
CUSTOMER,CLIENT,21, NULL
CUSTOMER,BUY,21,13
CUSTOMER,SERVICE,21,13
CUSTOMER,STORE,21,17
CUSTOMER,MONEY,21,19
CUSTOMER,PERSON,21,14
CUSTOMER,SHOP,21,14
CUSTOMER,CONSUMER,21,17
CUSTOMER,PATIENT,21,10
CUSTOMER,PAY,21,13
CUSTOMER,SATISFACTION,21, NULL
CUSTOMER,CASHIER,21,9
CUSTOMER,COMPLAINT,21, NULL
CUSTOMER,PATRON,21, NULL
CUSTOMER,RELATIONS,21, NULL
CUSTOMER,SALE,21,17
CUSTOMER,CLERK,21,21
CUSTOMER,GUEST,21,13
CUSTOMER,MERCHANT,21, NULL
CUSTOMER,RIGHT,21,3
CUSTOMER,WORKER,21,23
CUT,BLOOD,21,20
CUT,KNIFE,21,13
CUT,THROAT,21,15
CUT,SLICE,21,13
CUT,HAIR,21,19
CUT,HURT,21,12
CUT,PAIN,21,13
CUT,SCISSORS,21,4
CUT,FINGER,21,12
CUT,SCRAPE,21, NULL
CUT,SCRATCH,21,13
CUT,WOOD,21,26
CUT,HAND,21,16
CUT,OUCH,21,7
CUT,THROUGH,21,17
CUT,DEEP,21,13
CUT,HALF,21,8
CUT,OFF,21,2
CUT,PAPER,21,15
CUT,SAW,21,13
CUT,WOUND,21,12
CUTE,PRETTY,18,11
CUTE,UGLY,18,14
CUTE,SWEET,18,12
CUTE,ADORABLE,18,8
CUTE,PUPPY,18,7
CUTE,GIRL,18,8
CUTE,NICE,18,14
CUTE,CUDDLY,18, NULL
CUTE,HANDSOME,18,13
CUTE,SMALL,18,9
CUTE,KITTEN,18,6
CUTE,ATTRACTIVE,18,16
CUTE,BABY,18,19
CUTE,BUTTON,18,16
CUTE,FINE,18,20
CUTE,GOOD-LOOKING,18, NULL
CUTE,HOT,18,8
CUTE,ME,18,12
CYCLE,BIKE,17,18
CYCLE,BICYCLE,17,15
CYCLE,RIDE,17,14
CYCLE,CIRCLE,17,5
CYCLE,MOTOR,17,13
CYCLE,RECYCLE,17,14
CYCLE,RUN,17,10
CYCLE,SYSTEM,17,22
CYCLE,EXERCISE,17,28
CYCLE,LIFE,17,11
CYCLE,PERIOD,17,12
CYCLE,REPEAT,17,18
CYCLE,ROUND,17,7
CYCLE,TERM,17,13
CYCLE,TURN,17,21
CYCLE,WASHER,17,6
CYCLE,WHEEL,17,14
CYCLONE,TORNADO,11,13
CYCLONE,HURRICANE,11,12
CYCLONE,WIND,11,19
CYCLONE,STORM,11,12
CYCLONE,DISASTER,11,23
CYCLONE,DESTRUCTION,11,19
CYCLONE,TWISTER,11,10
CYCLONE,WEATHER,11,13
CYCLONE,EYE,11,13
CYCLONE,WHIRLWIND,11, NULL
CYCLONE,GIANT,11,17
CYLINDER,ROUND,13,7
CYLINDER,TUBE,13,25
CYLINDER,CAN,13,20
CYLINDER,CAR,13,25
CYLINDER,CIRCLE,13,5
CYLINDER,CONE,13,9
CYLINDER,ENGINE,13,16
CYLINDER,CONTAINER,13,20
CYLINDER,PISTON,13,9
CYLINDER,CUBE,13,11
CYLINDER,ROD,13,15
CYLINDER,SCIENCE,13,18
CYLINDER,TESTTUBE,13,11
DAD,MOM,5,5
DAD,FATHER,5,4
DAD,GREAT,5,18
DAD,POP,5,15
DAD,TALL,5,9
DAGGER,KNIFE,10,13
DAGGER,SWORD,10,18
DAGGER,CLOAK,10,11
DAGGER,STAB,10,12
DAGGER,KILL,10,19
DAGGER,BLADE,10,9
DAGGER,BLOOD,10,20
DAGGER,FIGHT,10,24
DAGGER,MURDER,10,10
DAGGER,WEAPON,10,7
DAILY,NEWS,18,20
DAILY,ROUTINE,18,27
DAILY,WEEKLY,18,16
DAILY,EVERYDAY,18,27
DAILY,NEWSPAPER,18,23
DAILY,ALWAYS,18,6
DAILY,PAPER,18,15
DAILY,TODAY,18,11
DAILY,MONTHLY,18,15
DAILY,BREAD,18,15
DAILY,DAY,18,6
DAILY,NIGHTLY,18, NULL
DAILY,OFTEN,18,18
DAILY,REGULAR,18,14
DAILY,REGULARLY,18, NULL
DAILY,LOG,18,9
DAILY,RITUAL,18,19
DAILY,SCHEDULE,18,15
DAIRY,MILK,13,18
DAIRY,COW,13,10
DAIRY,FARM,13,12
DAIRY,SECRET,13,24
DAIRY,CHEESE,13,17
DAIRY,PRIVATE,13,18
DAIRY,PRODUCT,13,24
DAIRY,JOURNAL,13,15
DAIRY,ANNEFRANK,13, NULL
DAIRY,QUEEN,13,7
DAIRY,BOOK,13,15
DAIRY,FOOD,13,18
DAIRY,ICECREAM,13,17
DAISY,FLOWER,8,21
DAISY,YELLOW,8,20
DAISY,ROSE,8,10
DAISY,PETALS,8,3
DAISY,DOG,8,5
DAISY,GIRL,8,8
DAISY,GUN,8,18
DAISY,TULIP,8,7
DAM,WATER,11,18
DAM,BEAVER,11,16
DAM,RIVER,11,20
DAM,HOOVER,11, NULL
DAM,BLOCK,11,27
DAM,BRIDGE,11,10
DAM,DIKE,11, NULL
DAM,MOTHER,11,13
DAM,MUD,11,10
DAM,WALL,11,23
DAM,YOU,11,9
DAMAGE,HURT,19,12
DAMAGE,BROKEN,19,22
DAMAGE,BREAK,19,26
DAMAGE,RUIN,19,12
DAMAGE,ACCIDENT,19,20
DAMAGE,DESTROY,19,24
DAMAGE,HARM,19,9
DAMAGE,CAR,19,25
DAMAGE,DESTRUCTION,19,19
DAMAGE,DONE,19,9
DAMAGE,FIX,19,9
DAMAGE,PROPERTY,19,12
DAMAGE,REPAIR,19,8
DAMAGE,BRAIN,19,17
DAMAGE,CRASH,19,16
DAMAGE,MONEY,19,19
DAMAGE,TEAR,19,9
DAMAGE,WATER,19,18
DAMAGE,WRECK,19,9
DAMN,IT,18, NULL
DAMN,CURSE,18,16
DAMN,SHIT,18, NULL
DAMN,GOD,18,23
DAMN,HELL,18,13
DAMN,YOU,18,9
DAMN,ANGER,18,14
DAMN,BAD,18,9
DAMN,CONDEMN,18,31
