"Cue","Target","AFS","AFSS","FSG","COS"
"hatchback","store",0.076923077,10,NA,NA
"hatchet","attack",0.017241379,29,NA,NA
"hatchet","break",0.017241379,29,NA,NA
"hatchet","build",0.017241379,29,NA,NA
"hatchet","bury",0.017241379,29,0.013,NA
"hatchet","chop",0.120689655,29,0.027,NA
"hatchet","collect",0.017241379,29,NA,NA
"hatchet","cook",0.017241379,29,NA,NA
"hatchet","cut",0.224137931,29,0.033,NA
"hatchet","decorate",0.017241379,29,NA,NA
"hatchet","destroy",0.017241379,29,NA,NA
"hatchet","hack",0.034482759,29,NA,NA
"hatchet","hit",0.068965517,29,NA,0.08348875
"hatchet","hold",0.017241379,29,NA,0.14164484
"hatchet","hunt",0.034482759,29,NA,NA
"hatchet","hurt",0.034482759,29,NA,NA
"hatchet","kill",0.051724138,29,0.02,0.024203358
"hatchet","make",0.017241379,29,NA,0.122808067
"hatchet","murder",0.017241379,29,0.013,0.078711243
"hatchet","safety",0.017241379,29,NA,NA
"hatchet","saw",0.017241379,29,0.02,0.646422278
"hatchet","sculpt",0.017241379,29,NA,NA
"hatchet","see",0.017241379,29,NA,NA
"hatchet","shape",0.017241379,29,NA,NA
"hatchet","split",0.017241379,29,NA,NA
"hatchet","store",0.017241379,29,NA,NA
"hatchet","thing",0.017241379,29,NA,NA
"hatchet","throw",0.068965517,29,NA,0.089261089
"hatchet","tool",0.017241379,29,0.04,NA
"hatchet","weapon",0.017241379,29,0.02,NA
"haystack","bale",0.038461538,35,NA,NA
"haystack","bed",0.019230769,35,NA,NA
"haystack","bundle",0.019230769,35,NA,NA
"haystack","clean",0.019230769,35,NA,NA
"haystack","climb",0.019230769,35,NA,NA
"haystack","create",0.057692308,35,NA,NA
"haystack","decorate",0.038461538,35,NA,NA
"haystack","enter",0.019230769,35,NA,NA
"haystack","fall",0.019230769,35,NA,NA
"haystack","feed",0.153846154,35,NA,NA
"haystack","find",0.019230769,35,NA,NA
"haystack","hayride",0.019230769,35,NA,NA
"haystack","haystack",0.019230769,35,NA,1
"haystack","jump",0.038461538,35,NA,NA
"haystack","lay",0.019230769,35,NA,NA
"haystack","make",0.019230769,35,NA,NA
"haystack","motorize",0.019230769,35,NA,NA
"haystack","move",0.019230769,35,NA,NA
"haystack","paint",0.019230769,35,NA,NA
"haystack","pick",0.019230769,35,NA,NA
"haystack","place",0.019230769,35,NA,NA
"haystack","pull",0.038461538,35,NA,NA
"haystack","rak",0.019230769,35,NA,NA
"haystack","relax",0.019230769,35,NA,NA
"haystack","ride",0.019230769,35,0.034,NA
"haystack","roll",0.019230769,35,NA,NA
"haystack","sell",0.019230769,35,NA,NA
"haystack","shred",0.019230769,35,NA,NA
"haystack","sit",0.019230769,35,NA,NA
"haystack","sleep",0.019230769,35,NA,NA
"haystack","stack",0.076923077,35,NA,NA
"haystack","stand",0.019230769,35,NA,NA
"haystack","tear",0.019230769,35,NA,NA
"haystack","throw",0.038461538,35,NA,NA
"haystack","walk",0.019230769,35,NA,NA
"head","attack",0.014084507,37,NA,NA
"head","balance",0.014084507,37,NA,NA
"head","breathe",0.014084507,37,NA,NA
"head","bump",0.014084507,37,NA,NA
"head","caress",0.014084507,37,NA,NA
"head","cut",0.014084507,37,NA,NA
"head","damage",0.014084507,37,NA,NA
"head","eat",0.028169014,37,NA,NA
"head","give",0.014084507,37,NA,NA
"head","headbutt",0.028169014,37,NA,NA
"head","hear",0.042253521,37,NA,0.165296134
"head","hit",0.084507042,37,NA,0.054670098
"head","hold",0.056338028,37,NA,0.028041261
"head","hurt",0.042253521,37,NA,NA
"head","kill",0.014084507,37,NA,0.042663799
"head","listen",0.014084507,37,NA,0.181798575
"head","look",0.028169014,37,NA,0.260463012
"head","massage",0.014084507,37,NA,NA
"head","nod",0.014084507,37,NA,NA
"head","perform",0.014084507,37,NA,NA
"head","receive",0.014084507,37,NA,NA
"head","rub",0.014084507,37,NA,NA
"head","scream",0.014084507,37,NA,0.058681925
"head","see",0.056338028,37,NA,0.253513674
"head","shake",0.014084507,37,NA,0.04826815
"head","shave",0.028169014,37,NA,0.240975172
"head","sing",0.014084507,37,NA,0.064234846
"head","sleep",0.014084507,37,NA,NA
"head","smell",0.028169014,37,NA,0.194984457
"head","speak",0.014084507,37,NA,0.183320497
"head","talk",0.042253521,37,NA,0.098590553
"head","think",0.169014085,37,0.021,NA
"head","touch",0.028169014,37,NA,0.094323145
"head","turn",0.014084507,37,NA,NA
"head","whisper",0.014084507,37,NA,0.079057907
"head","wiggle",0.014084507,37,NA,NA
"head","yell",0.014084507,37,NA,0.084384571
"headboard","comfort",0.0625,11,NA,NA
"headboard","construct",0.0625,11,NA,NA
"headboard","decorate",0.25,11,NA,NA
"headboard","design",0.0625,11,NA,NA
"headboard","place",0.0625,11,NA,NA
"headboard","protect",0.0625,11,NA,NA
"headboard","rest",0.125,11,NA,NA
"headboard","san",0.0625,11,NA,NA
"headboard","sit",0.0625,11,NA,NA
"headboard","sleep",0.125,11,NA,NA
"headboard","support",0.0625,11,NA,NA
"headdress","celebrate",0.028571429,20,NA,NA
"headdress","contain",0.028571429,20,NA,NA
"headdress","cover",0.085714286,20,NA,NA
"headdress","cut",0.028571429,20,NA,NA
"headdress","decorate",0.085714286,20,NA,NA
"headdress","dress up",0.028571429,20,NA,NA
"headdress","fashion",0.028571429,20,NA,NA
"headdress","forget",0.028571429,20,NA,NA
"headdress","give",0.028571429,20,NA,NA
"headdress","hold",0.028571429,20,NA,NA
"headdress","keep",0.057142857,20,NA,NA
"headdress","make",0.028571429,20,NA,NA
"headdress","prop",0.028571429,20,NA,NA
"headdress","sit",0.028571429,20,NA,NA
"headdress","smell",0.028571429,20,NA,NA
"headdress","step",0.028571429,20,NA,NA
"headdress","take",0.028571429,20,NA,NA
"headdress","throw",0.028571429,20,NA,NA
"headdress","wear",0.314285714,20,NA,NA
"headdress","wrap",0.028571429,20,NA,NA
"headgear","align",0.047619048,11,NA,NA
"headgear","donate",0.047619048,11,NA,NA
"headgear","fashion",0.047619048,11,NA,NA
"headgear","hide",0.047619048,11,NA,NA
"headgear","keep",0.047619048,11,NA,NA
"headgear","place",0.047619048,11,NA,NA
"headgear","protect",0.333333333,11,NA,NA
"headgear","sleep",0.047619048,11,NA,NA
"headgear","take",0.047619048,11,NA,NA
"headgear","warm",0.047619048,11,NA,NA
"headgear","wear",0.238095238,11,NA,NA
"headlight","brighten",0.068965517,12,NA,NA
"headlight","bus",0.034482759,12,NA,NA
"headlight","dim",0.034482759,12,NA,NA
"headlight","drive",0.068965517,12,NA,NA
"headlight","hit",0.034482759,12,NA,NA
"headlight","light",0.068965517,12,NA,NA
"headlight","look",0.034482759,12,NA,NA
"headlight","see",0.448275862,12,NA,NA
"headlight","shine",0.068965517,12,NA,NA
"headlight","stop",0.034482759,12,NA,NA
"headlight","turn",0.068965517,12,NA,NA
"headlight","yield",0.034482759,12,NA,NA
"headmistress","appoint",0.05,19,NA,NA
"headmistress","ask",0.05,19,NA,NA
"headmistress","chat",0.05,19,NA,NA
"headmistress","converse",0.05,19,NA,NA
"headmistress","create",0.05,19,NA,NA
"headmistress","describe",0.05,19,NA,NA
"headmistress","discipline",0.05,19,NA,NA
"headmistress","hear",0.05,19,NA,NA
"headmistress","help",0.05,19,NA,NA
"headmistress","hire",0.05,19,NA,NA
"headmistress","keep",0.05,19,NA,NA
"headmistress","lead",0.05,19,NA,NA
"headmistress","listen",0.1,19,NA,NA
"headmistress","mean",0.05,19,NA,NA
"headmistress","obey",0.05,19,NA,NA
"headmistress","respect",0.05,19,NA,NA
"headmistress","see",0.05,19,NA,NA
"headmistress","spoke",0.05,19,NA,NA
"headmistress","teach",0.05,19,NA,NA
"headphones","adjust",0.029411765,17,NA,NA
"headphones","block",0.058823529,17,NA,NA
"headphones","break",0.029411765,17,NA,NA
"headphones","buy",0.029411765,17,NA,NA
"headphones","call",0.029411765,17,NA,NA
"headphones","decorate",0.029411765,17,NA,NA
"headphones","exercise",0.029411765,17,NA,NA
"headphones","give",0.029411765,17,NA,NA
"headphones","listen",0.264705882,17,NA,NA
"headphones","music",0.147058824,17,NA,NA
"headphones","noise",0.029411765,17,NA,NA
"headphones","sell",0.029411765,17,NA,NA
"headphones","sound",0.029411765,17,NA,NA
"headphones","take",0.029411765,17,NA,NA
"headphones","talk",0.029411765,17,NA,NA
"headphones","turn",0.058823529,17,NA,NA
"headphones","wear",0.117647059,17,NA,NA
"headpiece","align",0.037037037,17,NA,NA
"headpiece","bite",0.037037037,17,NA,NA
"headpiece","block noise",0.037037037,17,NA,NA
"headpiece","buy",0.037037037,17,NA,NA
"headpiece","correct",0.037037037,17,NA,NA
"headpiece","decorate",0.074074074,17,NA,NA
"headpiece","drop",0.037037037,17,NA,NA
"headpiece","fix",0.074074074,17,NA,NA
"headpiece","fold",0.037037037,17,NA,NA
"headpiece","game",0.037037037,17,NA,NA
"headpiece","hear",0.037037037,17,NA,NA
"headpiece","listen",0.074074074,17,NA,NA
"headpiece","music",0.074074074,17,NA,NA
"headpiece","protect",0.037037037,17,NA,NA
"headpiece","support",0.037037037,17,NA,NA
"headpiece","wash",0.037037037,17,NA,NA
"headpiece","wear",0.259259259,17,NA,NA
"headrest","adjust",0.022222222,28,NA,NA
"headrest","aforemention",0.022222222,28,NA,NA
"headrest","assume",0.022222222,28,NA,NA
"headrest","bludgeon",0.022222222,28,NA,NA
"headrest","comfort",0.044444444,28,NA,NA
"headrest","detach",0.022222222,28,NA,NA
"headrest","ease",0.022222222,28,NA,NA
"headrest","fuel",0.022222222,28,NA,NA
"headrest","hide",0.022222222,28,NA,NA
"headrest","hold",0.022222222,28,NA,NA
"headrest","intend",0.022222222,28,NA,NA
"headrest","keep",0.022222222,28,NA,NA
"headrest","lay",0.066666667,28,NA,NA
"headrest","lay on",0.022222222,28,NA,NA
"headrest","lower",0.022222222,28,NA,NA
"headrest","massage",0.022222222,28,NA,NA
"headrest","mean",0.022222222,28,NA,NA
"headrest","move",0.044444444,28,NA,NA
"headrest","projectile",0.022222222,28,NA,NA
"headrest","push",0.022222222,28,NA,NA
"headrest","raise",0.022222222,28,NA,NA
"headrest","relax",0.044444444,28,NA,NA
"headrest","rest",0.222222222,28,NA,NA
"headrest","see",0.022222222,28,NA,NA
"headrest","sleep",0.044444444,28,NA,NA
"headrest","stability",0.022222222,28,NA,NA
"headrest","support",0.044444444,28,NA,NA
"headrest","weapon",0.044444444,28,NA,NA
"heads","count",0.045454545,13,NA,NA
"heads","display",0.045454545,13,NA,NA
"heads","eat",0.136363636,13,NA,NA
"heads","game",0.045454545,13,NA,NA
"heads","headbutt",0.045454545,13,NA,NA
"heads","hit",0.090909091,13,NA,NA
"heads","see",0.045454545,13,NA,NA
"heads","sex",0.045454545,13,NA,NA
"heads","study",0.045454545,13,NA,NA
"heads","talk",0.136363636,13,NA,NA
"heads","think",0.181818182,13,NA,NA
"heads","turn",0.090909091,13,NA,NA
"heads","watch",0.045454545,13,NA,NA
"headset","block",0.029411765,18,NA,NA
"headset","block noise",0.029411765,18,NA,NA
"headset","buy",0.029411765,18,NA,NA
"headset","decorate",0.029411765,18,NA,NA
"headset","hear",0.058823529,18,NA,NA
"headset","listen",0.294117647,18,NA,NA
"headset","look",0.058823529,18,NA,NA
"headset","music",0.088235294,18,NA,NA
"headset","noise cancellation",0.029411765,18,NA,NA
"headset","pack",0.029411765,18,NA,NA
"headset","pretend",0.029411765,18,NA,NA
"headset","silence",0.029411765,18,NA,NA
"headset","speak",0.029411765,18,NA,NA
"headset","take",0.029411765,18,NA,NA
"headset","talk",0.088235294,18,NA,NA
"headset","think",0.029411765,18,NA,NA
"headset","turn",0.029411765,18,NA,NA
"headset","wear",0.058823529,18,NA,NA
"hearse","add",0.018867925,29,NA,NA
"hearse","bring",0.018867925,29,NA,NA
"hearse","bury",0.018867925,29,NA,NA
"hearse","carry",0.094339623,29,NA,NA
"hearse","cry",0.018867925,29,NA,NA
"hearse","decease",0.018867925,29,NA,NA
"hearse","drive",0.132075472,29,NA,NA
"hearse","follow",0.018867925,29,NA,NA
"hearse","funeral",0.113207547,29,NA,NA
"hearse","hide",0.018867925,29,NA,NA
"hearse","hold",0.018867925,29,NA,NA
"hearse","honor",0.018867925,29,NA,NA
"hearse","load",0.018867925,29,NA,NA
"hearse","mourn",0.037735849,29,NA,NA
"hearse","move",0.037735849,29,NA,NA
"hearse","navigate",0.018867925,29,NA,NA
"hearse","park",0.018867925,29,NA,NA
"hearse","pray",0.018867925,29,NA,NA
"hearse","pull",0.018867925,29,NA,NA
"hearse","respect",0.018867925,29,NA,NA
"hearse","ride",0.037735849,29,NA,NA
"hearse","roll",0.037735849,29,NA,NA
"hearse","sell",0.018867925,29,NA,NA
"hearse","speed",0.018867925,29,NA,NA
"hearse","transfer",0.018867925,29,NA,NA
"hearse","transport",0.075471698,29,NA,NA
"hearse","travel",0.056603774,29,NA,NA
"hearse","unload",0.018867925,29,NA,NA
"hearse","wash",0.018867925,29,NA,NA
"hedgehog","collect",0.0625,11,NA,NA
"hedgehog","eat",0.0625,11,NA,NA
"hedgehog","entertain",0.0625,11,NA,NA
"hedgehog","foster",0.0625,11,NA,NA
"hedgehog","pet",0.3125,11,NA,NA
"hedgehog","play",0.0625,11,NA,NA
"hedgehog","run",0.0625,11,NA,NA
"hedgehog","shield",0.0625,11,NA,NA
"hedgehog","talk",0.0625,11,NA,NA
"hedgehog","throw",0.125,11,NA,NA
"hedgehog","turn",0.0625,11,NA,NA
"heel","break",0.04,27,NA,0.043475171
"heel","click",0.02,27,NA,NA
"heel","close",0.02,27,NA,NA
"heel","dance",0.06,27,NA,NA
"heel","heighten",0.02,27,NA,NA
"heel","hit",0.04,27,NA,NA
"heel","hurt",0.04,27,NA,NA
"heel","kick",0.06,27,NA,NA
"heel","march",0.02,27,NA,0.170548866
"heel","move",0.02,27,NA,NA
"heel","press",0.02,27,NA,NA
"heel","push",0.02,27,NA,NA
"heel","remove",0.02,27,NA,NA
"heel","rub",0.02,27,NA,NA
"heel","run",0.06,27,NA,NA
"heel","say",0.02,27,NA,NA
"heel","scuff",0.02,27,NA,NA
"heel","squeeze",0.02,27,NA,NA
"heel","stand",0.02,27,NA,NA
"heel","step",0.06,27,NA,0.378766794
"heel","stomp",0.04,27,NA,NA
"heel","stop",0.04,27,0.011,NA
"heel","swim",0.02,27,NA,NA
"heel","throw",0.02,27,NA,NA
"heel","trip",0.02,27,NA,NA
"heel","walk",0.2,27,NA,NA
"heel","wear",0.04,27,NA,NA
"helicopter","drive",0.025,22,NA,NA
"helicopter","fly",0.225,22,0.184,NA
"helicopter","hear",0.025,22,NA,NA
"helicopter","help",0.025,22,NA,NA
"helicopter","land",0.05,22,NA,NA
"helicopter","lift",0.025,22,NA,0.08367182
"helicopter","make",0.025,22,NA,0.030732882
"helicopter","noise",0.025,22,0.013,NA
"helicopter","overlook",0.025,22,NA,NA
"helicopter","pollute",0.025,22,NA,NA
"helicopter","ride",0.05,22,0.02,0.250426238
"helicopter","see",0.025,22,NA,NA
"helicopter","sit",0.025,22,NA,0.023080722
"helicopter","slice",0.025,22,NA,NA
"helicopter","spin",0.025,22,NA,NA
"helicopter","steal",0.025,22,NA,NA
"helicopter","touch",0.025,22,NA,0.037760207
"helicopter","transport",0.125,22,NA,NA
"helicopter","travel",0.125,22,NA,0.074859769
"helicopter","view",0.025,22,NA,NA
"helicopter","war",0.025,22,NA,NA
"helicopter","weapon",0.025,22,NA,NA
"helmet","bike",0.03030303,22,NA,NA
"helmet","borrow",0.03030303,22,NA,NA
"helmet","break",0.03030303,22,NA,NA
"helmet","buy",0.03030303,22,NA,NA
"helmet","climb",0.03030303,22,NA,NA
"helmet","crash",0.03030303,22,0.072,NA
"helmet","drive",0.03030303,22,NA,NA
"helmet","fall",0.03030303,22,NA,NA
"helmet","fix",0.03030303,22,NA,NA
"helmet","fly",0.03030303,22,NA,NA
"helmet","keep",0.03030303,22,NA,NA
"helmet","place",0.03030303,22,NA,NA
"helmet","protect",0.090909091,22,NA,NA
"helmet","punch",0.03030303,22,NA,NA
"helmet","require",0.03030303,22,NA,NA
"helmet","ride",0.090909091,22,NA,NA
"helmet","safety",0.03030303,22,0.021,NA
"helmet","take",0.03030303,22,NA,NA
"helmet","throw",0.03030303,22,NA,NA
"helmet","throw away",0.03030303,22,NA,NA
"helmet","try",0.03030303,22,NA,NA
"helmet","wear",0.242424242,22,NA,NA
"hen","alarm",0.0625,10,NA,NA
"hen","eat",0.125,10,NA,NA
"hen","egg",0.0625,10,0.122,NA
"hen","food",0.0625,10,NA,NA
"hen","keep",0.0625,10,NA,NA
"hen","lay",0.375,10,NA,NA
"hen","lay egg",0.0625,10,NA,NA
"hen","make",0.0625,10,NA,NA
"hen","reproduce",0.0625,10,NA,NA
"hen","wake",0.0625,10,NA,NA
"herb","apply",0.021276596,23,NA,NA
"herb","bathe",0.021276596,23,NA,NA
"herb","collect",0.021276596,23,NA,NA
"herb","cook",0.191489362,23,0.034,NA
"herb","create",0.042553191,23,NA,NA
"herb","deter",0.021276596,23,NA,NA
"herb","dry",0.021276596,23,NA,NA
"herb","eat",0.127659574,23,NA,0.139800542
"herb","garden",0.021276596,23,0.06,NA
"herb","give",0.021276596,23,NA,NA
"herb","grow",0.127659574,23,NA,NA
"herb","help",0.021276596,23,NA,NA
"herb","hold",0.021276596,23,NA,NA
"herb","pick",0.021276596,23,NA,NA
"herb","plant",0.042553191,23,0.087,0.199941868
"herb","season",0.021276596,23,NA,NA
"herb","seep",0.021276596,23,NA,NA
"herb","smell",0.063829787,23,0.013,NA
"herb","smoke",0.042553191,23,0.02,NA
"herb","smudge",0.021276596,23,NA,NA
"herb","throw",0.042553191,23,NA,NA
"herb","treatment",0.021276596,23,NA,NA
"herb","wear",0.021276596,23,NA,NA
"herbivore","check",0.034482759,16,NA,NA
"herbivore","companion",0.034482759,16,NA,NA
"herbivore","cook",0.068965517,16,NA,NA
"herbivore","eat",0.379310345,16,NA,NA
"herbivore","feed",0.034482759,16,NA,NA
"herbivore","hibernate",0.034482759,16,NA,NA
"herbivore","keep",0.103448276,16,NA,NA
"herbivore","kill",0.034482759,16,NA,NA
"herbivore","maintain",0.034482759,16,NA,NA
"herbivore","mow",0.034482759,16,NA,NA
"herbivore","pet",0.034482759,16,NA,NA
"herbivore","plant",0.034482759,16,NA,NA
"herbivore","preserve",0.034482759,16,NA,NA
"herbivore","release",0.034482759,16,NA,NA
"herbivore","test",0.034482759,16,NA,NA
"herbivore","watch",0.034482759,16,NA,NA
"heroin","abuse",0.035714286,20,NA,NA
"heroin","addicte",0.035714286,20,NA,NA
"heroin","addiction",0.107142857,20,NA,NA
"heroin","buy",0.035714286,20,NA,NA
"heroin","consume",0.035714286,20,NA,NA
"heroin","cook",0.035714286,20,NA,NA
"heroin","feel",0.035714286,20,NA,NA
"heroin","high",0.107142857,20,NA,NA
"heroin","inhale",0.035714286,20,NA,NA
"heroin","inject",0.071428571,20,NA,NA
"heroin","intake",0.035714286,20,NA,NA
"heroin","rehab",0.035714286,20,NA,NA
"heroin","sell",0.071428571,20,NA,NA
"heroin","shoot",0.071428571,20,NA,NA
"heroin","smoke",0.071428571,20,NA,NA
"heroin","snort",0.035714286,20,NA,NA
"heroin","sold",0.035714286,20,NA,NA
"heroin","suffer",0.035714286,20,NA,NA
"heroin","take",0.035714286,20,NA,NA
"heroin","throw away",0.035714286,20,NA,NA
"herring","catch",0.153846154,6,NA,NA
"herring","cook",0.230769231,6,NA,NA
"herring","eat",0.384615385,6,NA,NA
"herring","fish",0.076923077,6,NA,NA
"herring","throw",0.076923077,6,NA,NA
"herring","weapon",0.076923077,6,NA,NA
"hibachi","base",0.03030303,17,NA,NA
"hibachi","box",0.03030303,17,NA,NA
"hibachi","cook",0.121212121,17,NA,NA
"hibachi","eat",0.303030303,17,NA,NA
"hibachi","enjoy",0.060606061,17,NA,NA
"hibachi","entertain",0.03030303,17,NA,NA
"hibachi","gift",0.03030303,17,NA,NA
"hibachi","grill",0.060606061,17,NA,NA
"hibachi","heat",0.060606061,17,NA,NA
"hibachi","hold",0.03030303,17,NA,NA
"hibachi","learn",0.03030303,17,NA,NA
"hibachi","order",0.03030303,17,NA,NA
"hibachi","purchase",0.03030303,17,NA,NA
"hibachi","save",0.03030303,17,NA,NA
"hibachi","smell",0.03030303,17,NA,NA
"hibachi","store",0.03030303,17,NA,NA
"hibachi","watch",0.060606061,17,NA,NA
"hibiscus","brighten",0.029411765,20,NA,NA
"hibiscus","cook",0.058823529,20,NA,NA
"hibiscus","craft",0.029411765,20,NA,NA
"hibiscus","drink",0.117647059,20,NA,NA
"hibiscus","dry",0.058823529,20,NA,NA
"hibiscus","eat",0.088235294,20,NA,NA
"hibiscus","feed",0.029411765,20,NA,NA
"hibiscus","garden",0.029411765,20,NA,NA
"hibiscus","gift",0.029411765,20,NA,NA
"hibiscus","grow",0.058823529,20,NA,NA
"hibiscus","paint",0.029411765,20,NA,NA
"hibiscus","pick",0.088235294,20,NA,NA
"hibiscus","plan",0.029411765,20,NA,NA
"hibiscus","plant",0.058823529,20,NA,NA
"hibiscus","smell",0.117647059,20,NA,NA
"hibiscus","sooth",0.029411765,20,NA,NA
"hibiscus","step on",0.029411765,20,NA,NA
"hibiscus","throw",0.029411765,20,NA,NA
"hibiscus","treat",0.029411765,20,NA,NA
"hibiscus","wear",0.029411765,20,NA,NA
"hickory","admire",0.058823529,14,NA,NA
"hickory","bake",0.058823529,14,NA,NA
"hickory","boil",0.058823529,14,NA,NA
"hickory","cook",0.117647059,14,NA,NA
"hickory","cure",0.058823529,14,NA,NA
"hickory","cut",0.058823529,14,NA,NA
"hickory","pick",0.058823529,14,NA,NA
"hickory","plan",0.058823529,14,NA,NA
"hickory","plant",0.058823529,14,NA,NA
"hickory","season",0.058823529,14,NA,NA
"hickory","smell",0.117647059,14,NA,NA
"hickory","smoke",0.117647059,14,NA,NA
"hickory","spray",0.058823529,14,NA,NA
"hickory","tool",0.058823529,14,NA,NA
"hiker","climb",0.043478261,15,NA,NA
"hiker","exercise",0.130434783,15,NA,NA
"hiker","explore",0.130434783,15,NA,NA
"hiker","find",0.043478261,15,NA,NA
"hiker","fun",0.043478261,15,NA,NA
"hiker","give",0.043478261,15,NA,NA
"hiker","guide",0.043478261,15,NA,NA
"hiker","hike",0.173913043,15,NA,NA
"hiker","lose",0.043478261,15,NA,NA
"hiker","protect",0.043478261,15,NA,NA
"hiker","run",0.043478261,15,NA,NA
"hiker","see",0.043478261,15,NA,NA
"hiker","sightsee",0.043478261,15,NA,NA
"hiker","trailblaze",0.043478261,15,NA,NA
"hiker","walk",0.086956522,15,0.081,NA
"hill","accelerate",0.032258065,18,NA,NA
"hill","blow",0.032258065,18,NA,NA
"hill","climb",0.161290323,18,0.064,NA
"hill","cling",0.032258065,18,NA,NA
"hill","drive",0.032258065,18,NA,NA
"hill","explore",0.032258065,18,NA,NA
"hill","glide",0.032258065,18,NA,NA
"hill","hike",0.032258065,18,NA,NA
"hill","jog",0.032258065,18,NA,NA
"hill","roll",0.193548387,18,NA,NA
"hill","run",0.064516129,18,NA,NA
"hill","sit",0.032258065,18,NA,0.063392028
"hill","sled",0.032258065,18,NA,NA
"hill","stroll",0.032258065,18,NA,NA
"hill","tread",0.032258065,18,NA,NA
"hill","tumble",0.032258065,18,NA,NA
"hill","view",0.032258065,18,NA,NA
"hill","walk",0.129032258,18,NA,NA
"him","gain",0.05,17,NA,NA
"him","greet",0.05,17,NA,NA
"him","hate",0.05,17,NA,NA
"him","help",0.1,17,NA,NA
"him","hold",0.05,17,NA,NA
"him","hug",0.05,17,NA,NA
"him","love",0.15,17,NA,NA
"him","mate",0.05,17,NA,NA
"him","meet",0.05,17,NA,NA
"him","protect",0.05,17,NA,NA
"him","refer",0.05,17,NA,NA
"him","say",0.05,17,NA,NA
"him","see",0.05,17,NA,NA
"him","support",0.05,17,NA,NA
"him","talk",0.05,17,NA,NA
"him","type",0.05,17,NA,NA
"him","write",0.05,17,NA,NA
"hinge","close",0.181818182,8,NA,NA
"hinge","direct",0.090909091,8,NA,NA
"hinge","keep",0.090909091,8,NA,NA
"hinge","open",0.272727273,8,NA,0.437048077
"hinge","protect",0.090909091,8,NA,NA
"hinge","seal",0.090909091,8,NA,NA
"hinge","support",0.090909091,8,NA,NA
"hinge","twist",0.090909091,8,NA,0.043119474
"hip","bend",0.02173913,27,NA,NA
"hip","bind",0.02173913,27,NA,NA
"hip","break",0.02173913,27,NA,NA
"hip","build",0.02173913,27,NA,NA
"hip","bump",0.043478261,27,NA,NA
"hip","carry",0.02173913,27,NA,NA
"hip","crack",0.02173913,27,NA,NA
"hip","creak",0.02173913,27,NA,NA
"hip","dance",0.086956522,27,NA,NA
"hip","heal",0.02173913,27,NA,NA
"hip","help",0.02173913,27,NA,NA
"hip","hit",0.02173913,27,NA,NA
"hip","hold",0.065217391,27,NA,NA
"hip","injure",0.02173913,27,NA,NA
"hip","launch",0.02173913,27,NA,NA
"hip","move",0.065217391,27,NA,NA
"hip","prop",0.02173913,27,NA,NA
"hip","rotate",0.02173913,27,NA,NA
"hip","run",0.065217391,27,NA,0.206180617
"hip","shake",0.065217391,27,NA,NA
"hip","sprint",0.02173913,27,NA,NA
"hip","stretch",0.02173913,27,NA,NA
"hip","sway",0.02173913,27,NA,NA
"hip","swing",0.02173913,27,NA,NA
"hip","touch",0.02173913,27,NA,NA
"hip","twiste",0.02173913,27,NA,NA
"hip","walk",0.173913043,27,NA,NA
"hippie","converse",0.052631579,17,NA,NA
"hippie","drive",0.052631579,17,NA,NA
"hippie","entertain",0.052631579,17,NA,NA
"hippie","find",0.052631579,17,NA,NA
"hippie","gain",0.052631579,17,NA,NA
"hippie","high-five",0.052631579,17,NA,NA
"hippie","hug",0.052631579,17,NA,NA
"hippie","ignore",0.052631579,17,NA,NA
"hippie","interact",0.052631579,17,NA,NA
"hippie","kill",0.052631579,17,NA,NA
"hippie","live",0.052631579,17,NA,NA
"hippie","music",0.052631579,17,NA,NA
"hippie","protest",0.052631579,17,NA,NA
"hippie","respect",0.052631579,17,NA,NA
"hippie","run",0.052631579,17,NA,NA
"hippie","smoke",0.105263158,17,NA,NA
"hippie","talk",0.105263158,17,NA,NA
"hitchhiker","ask",0.071428571,12,NA,NA
"hitchhiker","climb",0.071428571,12,NA,NA
"hitchhiker","direction",0.071428571,12,NA,NA
"hitchhiker","drop",0.071428571,12,NA,NA
"hitchhiker","find",0.071428571,12,NA,NA
"hitchhiker","hike",0.071428571,12,NA,NA
"hitchhiker","ignore",0.071428571,12,NA,NA
"hitchhiker","pick",0.142857143,12,NA,NA
"hitchhiker","ride",0.071428571,12,NA,NA
"hitchhiker","transport",0.071428571,12,NA,NA
"hitchhiker","walk",0.142857143,12,NA,NA
"hitchhiker","wave",0.071428571,12,NA,NA
"hoe","chop",0.023809524,25,NA,NA
"hoe","clean",0.023809524,25,NA,NA
"hoe","create",0.023809524,25,NA,NA
"hoe","cut",0.047619048,25,NA,NA
"hoe","damage",0.023809524,25,NA,NA
"hoe","dig",0.19047619,25,NA,NA
"hoe","garden",0.166666667,25,0.285,NA
"hoe","harvest",0.023809524,25,NA,NA
"hoe","hit",0.047619048,25,NA,NA
"hoe","hold",0.023809524,25,NA,0.223762658
"hoe","leave",0.023809524,25,NA,0.178339367
"hoe","loose",0.023809524,25,NA,NA
"hoe","loosen",0.023809524,25,NA,NA
"hoe","move",0.047619048,25,NA,0.232722683
"hoe","push",0.023809524,25,NA,0.259158201
"hoe","rake",0.023809524,25,0.174,0.448013894
"hoe","remove",0.023809524,25,NA,NA
"hoe","scrap",0.023809524,25,NA,NA
"hoe","sit",0.023809524,25,NA,0.111582798
