"Cue","Target","AFS","AFSS","FSG","COS"
"caseworker","dispute",0.023255814,29,NA,NA
"caseworker","enact",0.023255814,29,NA,NA
"caseworker","fight",0.046511628,29,NA,NA
"caseworker","file",0.023255814,29,NA,NA
"caseworker","fix",0.023255814,29,NA,NA
"caseworker","give",0.023255814,29,NA,NA
"caseworker","help",0.11627907,29,NA,NA
"caseworker","hire",0.046511628,29,NA,NA
"caseworker","mediate",0.023255814,29,NA,NA
"caseworker","pay",0.046511628,29,NA,NA
"caseworker","protect",0.046511628,29,NA,NA
"caseworker","report",0.023255814,29,NA,NA
"caseworker","research",0.023255814,29,NA,NA
"caseworker","speak",0.023255814,29,NA,NA
"caseworker","specialize",0.023255814,29,NA,NA
"caseworker","stand",0.023255814,29,NA,NA
"caseworker","study",0.023255814,29,NA,NA
"caseworker","support",0.023255814,29,NA,NA
"caseworker","talk",0.093023256,29,NA,NA
"caseworker","vent",0.023255814,29,NA,NA
"caseworker","vocalize",0.023255814,29,NA,NA
"caseworker","work",0.069767442,29,NA,NA
"cash","buy",0.054054054,19,NA,NA
"cash","collect",0.054054054,19,NA,NA
"cash","earn",0.027027027,19,NA,NA
"cash","find",0.027027027,19,NA,NA
"cash","flex",0.027027027,19,NA,NA
"cash","fold",0.027027027,19,NA,NA
"cash","give",0.162162162,19,NA,0.091907001
"cash","lend",0.027027027,19,NA,0.0872581
"cash","need",0.027027027,19,NA,NA
"cash","pay",0.054054054,19,NA,0.422063967
"cash","receive",0.027027027,19,NA,NA
"cash","rip",0.027027027,19,NA,NA
"cash","save",0.081081081,19,NA,NA
"cash","share",0.027027027,19,NA,NA
"cash","shop",0.054054054,19,NA,NA
"cash","spend",0.216216216,19,NA,0.597641103
"cash","steal",0.027027027,19,NA,NA
"cash","throw",0.027027027,19,NA,NA
"cash","touch",0.027027027,19,NA,NA
"cashier","break",0.027777778,27,NA,NA
"cashier","buy",0.027777778,27,NA,NA
"cashier","cash",0.027777778,27,NA,NA
"cashier","check",0.083333333,27,NA,NA
"cashier","clean",0.027777778,27,NA,NA
"cashier","collect",0.027777778,27,NA,NA
"cashier","count",0.027777778,27,NA,NA
"cashier","distribute",0.027777778,27,NA,NA
"cashier","exchange",0.027777778,27,NA,NA
"cashier","give",0.111111111,27,NA,NA
"cashier","interact",0.027777778,27,NA,NA
"cashier","launder",0.027777778,27,NA,NA
"cashier","look",0.027777778,27,NA,NA
"cashier","money",0.027777778,27,0.486,NA
"cashier","pay",0.055555556,27,NA,NA
"cashier","question",0.027777778,27,NA,NA
"cashier","receive",0.027777778,27,NA,NA
"cashier","scan",0.027777778,27,NA,NA
"cashier","sort",0.027777778,27,NA,NA
"cashier","steal",0.055555556,27,NA,NA
"cashier","stock",0.027777778,27,NA,NA
"cashier","store",0.027777778,27,0.142,NA
"cashier","take",0.027777778,27,NA,NA
"cashier","talk",0.055555556,27,NA,NA
"cashier","transaction",0.027777778,27,NA,NA
"cashier","withdraw",0.055555556,27,NA,NA
"cashier","yell",0.027777778,27,NA,NA
"cashmere","buy",0.181818182,7,NA,NA
"cashmere","clean",0.090909091,7,NA,NA
"cashmere","involve",0.090909091,7,NA,NA
"cashmere","knitt",0.090909091,7,NA,NA
"cashmere","sell",0.181818182,7,NA,NA
"cashmere","wear",0.272727273,7,NA,NA
"cashmere","weave",0.090909091,7,NA,NA
"casket","boost",0.034482759,16,NA,NA
"casket","break",0.034482759,16,NA,NA
"casket","burr",0.034482759,16,NA,NA
"casket","bury",0.310344828,16,NA,NA
"casket","buy",0.034482759,16,NA,NA
"casket","carry",0.103448276,16,NA,NA
"casket","die",0.034482759,16,NA,NA
"casket","fill",0.034482759,16,NA,NA
"casket","grieve",0.068965517,16,NA,NA
"casket","hold",0.068965517,16,NA,NA
"casket","memorialize",0.034482759,16,NA,NA
"casket","mourn",0.034482759,16,NA,NA
"casket","revere",0.034482759,16,NA,NA
"casket","shelter",0.034482759,16,NA,NA
"casket","sleep",0.034482759,16,NA,NA
"casket","store",0.068965517,16,NA,NA
"casserole","admire",0.019230769,30,NA,NA
"casserole","assemble",0.019230769,30,NA,NA
"casserole","bake",0.038461538,30,NA,NA
"casserole","burn",0.038461538,30,NA,NA
"casserole","cook",0.076923077,30,NA,NA
"casserole","crave",0.019230769,30,NA,NA
"casserole","drop",0.019230769,30,NA,NA
"casserole","eat",0.25,30,NA,NA
"casserole","food",0.019230769,30,NA,NA
"casserole","freeze",0.019230769,30,NA,NA
"casserole","fuel",0.019230769,30,NA,NA
"casserole","gift",0.019230769,30,NA,NA
"casserole","give",0.038461538,30,NA,NA
"casserole","hold",0.019230769,30,NA,NA
"casserole","prep",0.019230769,30,NA,NA
"casserole","prepare",0.019230769,30,NA,NA
"casserole","receive",0.019230769,30,NA,NA
"casserole","reheate",0.019230769,30,NA,NA
"casserole","save",0.019230769,30,NA,NA
"casserole","scoop",0.019230769,30,NA,NA
"casserole","sell",0.019230769,30,NA,NA
"casserole","serve",0.038461538,30,NA,NA
"casserole","share",0.038461538,30,NA,NA
"casserole","smell",0.019230769,30,NA,NA
"casserole","step on",0.019230769,30,NA,NA
"casserole","store",0.038461538,30,NA,NA
"casserole","throw away",0.038461538,30,NA,NA
"casserole","throw up",0.019230769,30,NA,NA
"casserole","travel",0.019230769,30,NA,NA
"casserole","warm",0.019230769,30,NA,NA
"cassette","buy",0.041666667,16,NA,NA
"cassette","capture",0.020833333,16,NA,NA
"cassette","collect",0.041666667,16,NA,NA
"cassette","decorate",0.083333333,16,NA,NA
"cassette","gift",0.020833333,16,NA,NA
"cassette","listen",0.208333333,16,NA,NA
"cassette","music",0.104166667,16,NA,NA
"cassette","play",0.104166667,16,NA,NA
"cassette","record",0.166666667,16,NA,NA
"cassette","replay",0.041666667,16,NA,NA
"cassette","rewind",0.020833333,16,NA,NA
"cassette","rewound",0.020833333,16,NA,NA
"cassette","sea",0.020833333,16,NA,NA
"cassette","sell",0.0625,16,NA,NA
"cassette","store",0.020833333,16,NA,NA
"cassette","watch",0.020833333,16,NA,NA
"castle","admire",0.029411765,28,NA,NA
"castle","build",0.058823529,28,NA,0.059109311
"castle","defense",0.029411765,28,NA,NA
"castle","destroy",0.029411765,28,NA,NA
"castle","enter",0.029411765,28,NA,NA
"castle","explore",0.029411765,28,NA,NA
"castle","feast",0.029411765,28,NA,NA
"castle","flaunt",0.029411765,28,NA,NA
"castle","hide",0.029411765,28,NA,NA
"castle","hold",0.029411765,28,NA,NA
"castle","live",0.176470588,28,NA,NA
"castle","look",0.029411765,28,NA,NA
"castle","meet",0.029411765,28,NA,NA
"castle","power",0.029411765,28,NA,NA
"castle","prop",0.029411765,28,NA,NA
"castle","protect",0.029411765,28,NA,NA
"castle","raze",0.029411765,28,NA,NA
"castle","reside",0.029411765,28,NA,NA
"castle","rule",0.029411765,28,NA,NA
"castle","safety",0.029411765,28,NA,NA
"castle","scale",0.029411765,28,NA,NA
"castle","see",0.029411765,28,NA,NA
"castle","siege",0.029411765,28,NA,NA
"castle","sleep",0.029411765,28,NA,NA
"castle","socialize",0.029411765,28,NA,NA
"castle","take",0.029411765,28,NA,NA
"castle","tour",0.029411765,28,NA,NA
"castle","walk",0.029411765,28,NA,NA
"cat","bathe",0.047619048,13,NA,NA
"cat","brush",0.047619048,13,NA,NA
"cat","cuddle",0.047619048,13,NA,NA
"cat","declaw",0.047619048,13,NA,NA
"cat","feed",0.047619048,13,NA,NA
"cat","friend",0.047619048,13,NA,NA
"cat","hunt",0.047619048,13,NA,NA
"cat","meow",0.047619048,13,NA,0.106749366
"cat","pet",0.333333333,13,NA,NA
"cat","play",0.142857143,13,NA,NA
"cat","pounce",0.047619048,13,NA,NA
"cat","sleep",0.047619048,13,NA,NA
"cat","walk",0.047619048,13,NA,0.170975064
"catalogue","buy",0.025,30,NA,NA
"catalogue","create",0.025,30,NA,NA
"catalogue","cut",0.075,30,NA,NA
"catalogue","discuss",0.025,30,NA,NA
"catalogue","edit",0.025,30,NA,NA
"catalogue","examine",0.025,30,NA,NA
"catalogue","fan",0.025,30,NA,NA
"catalogue","find",0.025,30,NA,NA
"catalogue","fire",0.025,30,NA,NA
"catalogue","flip",0.025,30,NA,NA
"catalogue","fold",0.025,30,NA,NA
"catalogue","identify",0.025,30,NA,NA
"catalogue","include",0.025,30,NA,NA
"catalogue","look",0.025,30,NA,NA
"catalogue","mark",0.025,30,NA,NA
"catalogue","open",0.025,30,NA,NA
"catalogue","order",0.05,30,NA,NA
"catalogue","read",0.175,30,NA,NA
"catalogue","research",0.025,30,NA,NA
"catalogue","search",0.025,30,NA,NA
"catalogue","see",0.025,30,NA,NA
"catalogue","shop",0.025,30,NA,NA
"catalogue","stack",0.025,30,NA,NA
"catalogue","talk",0.025,30,NA,NA
"catalogue","tear",0.025,30,NA,NA
"catalogue","throw",0.025,30,NA,NA
"catalogue","throw away",0.025,30,NA,NA
"catalogue","toss",0.025,30,NA,NA
"catalogue","view",0.025,30,NA,NA
"catalogue","write",0.05,30,NA,NA
"catapult","fail",0.045454545,11,NA,NA
"catapult","fill",0.045454545,11,NA,0.043765871
"catapult","fire",0.045454545,11,NA,NA
"catapult","fling",0.045454545,11,NA,NA
"catapult","help",0.045454545,11,NA,NA
"catapult","hurt",0.045454545,11,NA,NA
"catapult","launch",0.181818182,11,NA,NA
"catapult","propel",0.045454545,11,NA,NA
"catapult","shoot",0.181818182,11,NA,NA
"catapult","throw",0.272727273,11,NA,NA
"catapult","weapon",0.045454545,11,NA,NA
"caterpillar","bait",0.04,20,NA,NA
"caterpillar","collect",0.04,20,NA,NA
"caterpillar","crawl",0.04,20,0.034,NA
"caterpillar","eat",0.08,20,NA,NA
"caterpillar","experiment",0.08,20,NA,NA
"caterpillar","fall",0.04,20,NA,NA
"caterpillar","feed",0.04,20,NA,NA
"caterpillar","grow",0.04,20,NA,NA
"caterpillar","inspire",0.04,20,NA,NA
"caterpillar","investigate",0.04,20,NA,NA
"caterpillar","learn",0.08,20,NA,NA
"caterpillar","leave",0.04,20,NA,NA
"caterpillar","pet",0.08,20,NA,NA
"caterpillar","pick",0.04,20,NA,NA
"caterpillar","provide",0.04,20,NA,NA
"caterpillar","sell",0.04,20,NA,NA
"caterpillar","step on",0.04,20,NA,NA
"caterpillar","sting",0.04,20,NA,NA
"caterpillar","touch",0.04,20,NA,NA
"caterpillar","watch",0.08,20,NA,NA
"catfish"," cook",0.01010101,37,NA,NA
"catfish","bait",0.03030303,37,NA,NA
"catfish","bake",0.050505051,37,NA,NA
"catfish","boil",0.01010101,37,NA,NA
"catfish","catch",0.090909091,37,NA,NA
"catfish","clean",0.03030303,37,NA,NA
"catfish","complain",0.01010101,37,NA,NA
"catfish","consume",0.01010101,37,NA,NA
"catfish","cook",0.080808081,37,NA,NA
"catfish","decorate",0.01010101,37,NA,NA
"catfish","eat",0.222222222,37,NA,NA
"catfish","fish",0.090909091,37,NA,0.647670748
"catfish","food",0.02020202,37,NA,NA
"catfish","fry",0.02020202,37,NA,NA
"catfish","give",0.01010101,37,NA,NA
"catfish","grill",0.02020202,37,NA,NA
"catfish","keep",0.01010101,37,NA,NA
"catfish","kill",0.01010101,37,NA,NA
"catfish","lead",0.01010101,37,NA,NA
"catfish","nourish",0.01010101,37,NA,NA
"catfish","order",0.01010101,37,NA,NA
"catfish","pan",0.01010101,37,NA,NA
"catfish","pet",0.02020202,37,NA,NA
"catfish","purchase",0.01010101,37,NA,NA
"catfish","release",0.02020202,37,NA,NA
"catfish","roast",0.01010101,37,NA,NA
"catfish","see",0.01010101,37,NA,NA
"catfish","sell",0.01010101,37,NA,NA
"catfish","serve",0.01010101,37,NA,NA
"catfish","sniff",0.01010101,37,NA,NA
"catfish","splash",0.01010101,37,NA,NA
"catfish","steam",0.01010101,37,NA,NA
"catfish","swim",0.050505051,37,NA,0.355478996
"catfish","talk",0.01010101,37,NA,NA
"catfish","throw",0.01010101,37,NA,NA
"catfish","touch",0.02020202,37,NA,NA
"catfish","watch",0.01010101,37,NA,NA
"cathedral","attend",0.044444444,23,NA,NA
"cathedral","celebrate",0.022222222,23,NA,NA
"cathedral","communion",0.022222222,23,NA,NA
"cathedral","confess",0.066666667,23,NA,NA
"cathedral","funeral",0.044444444,23,NA,NA
"cathedral","gather",0.022222222,23,NA,NA
"cathedral","hide",0.022222222,23,NA,NA
"cathedral","live",0.022222222,23,NA,NA
"cathedral","mass",0.044444444,23,NA,NA
"cathedral","meditate",0.022222222,23,NA,NA
"cathedral","play",0.022222222,23,NA,NA
"cathedral","praise",0.022222222,23,NA,NA
"cathedral","pray",0.111111111,23,NA,NA
"cathedral","preach",0.022222222,23,NA,NA
"cathedral","reflect",0.022222222,23,NA,NA
"cathedral","rest",0.022222222,23,NA,NA
"cathedral","shelter",0.066666667,23,NA,NA
"cathedral","sing",0.044444444,23,NA,NA
"cathedral","store",0.022222222,23,NA,NA
"cathedral","talk",0.022222222,23,NA,NA
"cathedral","visit",0.044444444,23,NA,NA
"cathedral","wedding",0.066666667,23,NA,NA
"cathedral","worship",0.177777778,23,NA,NA
"catnip","eat",0.117647059,11,NA,NA
"catnip","feed",0.176470588,11,NA,NA
"catnip","give",0.235294118,11,NA,NA
"catnip","harvest",0.058823529,11,NA,NA
"catnip","high",0.058823529,11,NA,NA
"catnip","nourish",0.058823529,11,NA,NA
"catnip","pet",0.058823529,11,NA,NA
"catnip","plant",0.058823529,11,NA,NA
"catnip","spill",0.058823529,11,NA,NA
"catnip","train",0.058823529,11,NA,NA
"catnip","treat",0.058823529,11,NA,NA
"catsup","clean",0.090909091,8,NA,NA
"catsup","consume",0.090909091,8,NA,NA
"catsup","cook",0.090909091,8,NA,NA
"catsup","dip",0.272727273,8,NA,NA
"catsup","flavor",0.090909091,8,NA,NA
"catsup","say",0.181818182,8,NA,NA
"catsup","scrub",0.090909091,8,NA,NA
"catsup","serve",0.090909091,8,NA,NA
"cattle","care",0.052631579,17,NA,NA
"cattle","cultivate",0.052631579,17,NA,NA
"cattle","eat",0.052631579,17,NA,NA
"cattle","enjoy",0.052631579,17,NA,NA
"cattle","feed",0.052631579,17,NA,NA
"cattle","food",0.052631579,17,0.034,NA
"cattle","herd",0.105263158,17,0.074,0.494288015
"cattle","lead",0.052631579,17,NA,NA
"cattle","milk",0.105263158,17,NA,NA
"cattle","move",0.052631579,17,NA,NA
"cattle","produce",0.052631579,17,NA,NA
"cattle","protect",0.052631579,17,NA,NA
"cattle","raise",0.052631579,17,NA,NA
"cattle","ride",0.052631579,17,NA,NA
"cattle","rope",0.052631579,17,NA,NA
"cattle","take",0.052631579,17,NA,NA
"cattle","water",0.052631579,17,NA,NA
"catwalk","brag",0.024390244,26,NA,NA
"catwalk","bridge",0.024390244,26,NA,NA
"catwalk","crawl",0.024390244,26,NA,NA
"catwalk","dance",0.048780488,26,NA,NA
"catwalk","display",0.024390244,26,NA,NA
"catwalk","fall",0.024390244,26,NA,NA
"catwalk","lie",0.024390244,26,NA,NA
"catwalk","look",0.024390244,26,NA,NA
"catwalk","model",0.048780488,26,NA,NA
"catwalk","observe",0.024390244,26,NA,NA
"catwalk","parade",0.048780488,26,NA,NA
"catwalk","perform",0.024390244,26,NA,NA
"catwalk","photograph",0.024390244,26,NA,NA
"catwalk","play",0.024390244,26,NA,NA
"catwalk","propose",0.024390244,26,NA,NA
"catwalk","run",0.073170732,26,NA,NA
"catwalk","shine",0.024390244,26,NA,NA
"catwalk","show",0.073170732,26,NA,NA
"catwalk","showcase",0.024390244,26,NA,NA
"catwalk","stand",0.024390244,26,NA,NA
"catwalk","step",0.024390244,26,NA,NA
"catwalk","strut",0.024390244,26,NA,NA
"catwalk","travel",0.024390244,26,NA,NA
"catwalk","trip",0.024390244,26,NA,NA
"catwalk","walk",0.219512195,26,NA,NA
"catwalk","watch",0.024390244,26,NA,NA
"cauldron","add",0.028571429,15,NA,NA
"cauldron","boil",0.114285714,15,NA,NA
"cauldron","brew",0.057142857,15,NA,NA
"cauldron","burn",0.028571429,15,NA,NA
"cauldron","capture",0.028571429,15,NA,NA
"cauldron","cook",0.2,15,NA,NA
"cauldron","eat",0.028571429,15,NA,NA
"cauldron","fill",0.057142857,15,NA,NA
"cauldron","flip",0.028571429,15,NA,NA
"cauldron","food",0.057142857,15,NA,NA
"cauldron","heat",0.028571429,15,NA,NA
"cauldron","mix",0.171428571,15,NA,NA
"cauldron","potion",0.028571429,15,NA,NA
"cauldron","show",0.028571429,15,NA,NA
"cauldron","stir",0.114285714,15,NA,NA
"cauliflower","bake",0.078947368,17,NA,NA
"cauliflower","boil",0.026315789,17,NA,NA
"cauliflower","buy",0.026315789,17,NA,NA
"cauliflower","chop",0.026315789,17,NA,0.081625405
"cauliflower","cook",0.210526316,17,NA,0.097749113
"cauliflower","crush",0.026315789,17,NA,NA
"cauliflower","eat",0.263157895,17,NA,0.051751441
"cauliflower","food",0.026315789,17,0.039,NA
"cauliflower","fry",0.026315789,17,NA,0.107755611
"cauliflower","grow",0.105263158,17,NA,NA
"cauliflower","pick",0.026315789,17,NA,NA
"cauliflower","plan",0.026315789,17,NA,NA
"cauliflower","plant",0.026315789,17,NA,NA
"cauliflower","saute",0.026315789,17,NA,NA
"cauliflower","sell",0.026315789,17,NA,NA
"cauliflower","steam",0.026315789,17,NA,0.265731782
"cauliflower","throw away",0.026315789,17,NA,NA
"cavalryman","battle",0.071428571,12,NA,NA
"cavalryman","defense",0.071428571,12,NA,NA
"cavalryman","fight",0.071428571,12,NA,NA
"cavalryman","find",0.071428571,12,NA,NA
"cavalryman","hire",0.071428571,12,NA,NA
"cavalryman","message",0.071428571,12,NA,NA
"cavalryman","patrol",0.071428571,12,NA,NA
"cavalryman","protect",0.214285714,12,NA,NA
"cavalryman","ride",0.071428571,12,NA,NA
"cavalryman","save",0.071428571,12,NA,NA
"cavalryman","send",0.071428571,12,NA,NA
"cavalryman","train",0.071428571,12,NA,NA
"caviar","buy",0.05,21,NA,NA
"caviar","cook",0.05,21,NA,NA
"caviar","dine",0.025,21,NA,NA
"caviar","display",0.025,21,NA,NA
"caviar","eat",0.325,21,NA,NA
"caviar","enjoy",0.025,21,NA,NA
"caviar","feel",0.025,21,NA,NA
"caviar","fight",0.025,21,NA,NA
"caviar","fish",0.025,21,NA,NA
"caviar","gag",0.025,21,NA,NA
"caviar","garnish",0.075,21,NA,NA
"caviar","give",0.025,21,NA,NA
"caviar","grow",0.05,21,NA,NA
"caviar","kill",0.025,21,NA,NA
"caviar","mean",0.025,21,NA,NA
"caviar","prepare",0.025,21,NA,NA
"caviar","sell",0.025,21,NA,NA
"caviar","serve",0.075,21,NA,NA
"caviar","spill",0.025,21,NA,NA
"caviar","throw",0.025,21,NA,NA
"caviar","try",0.025,21,NA,NA
"cayenne","add",0.03125,23,NA,NA
"cayenne","bug",0.03125,23,NA,NA
"cayenne","cook",0.09375,23,NA,NA
"cayenne","crash",0.03125,23,NA,NA
"cayenne","crush",0.03125,23,NA,NA
"cayenne","drive",0.03125,23,NA,NA
"cayenne","eat",0.09375,23,NA,NA
"cayenne","flavor",0.03125,23,NA,NA
"cayenne","food",0.03125,23,NA,NA
"cayenne","grow",0.03125,23,NA,NA
"cayenne","heat",0.03125,23,NA,NA
"cayenne","hit",0.03125,23,NA,NA
"cayenne","keep",0.03125,23,NA,NA
"cayenne","kick",0.03125,23,NA,NA
"cayenne","paste",0.03125,23,NA,NA
"cayenne","pour",0.03125,23,NA,NA
"cayenne","push",0.03125,23,NA,NA
"cayenne","season",0.125,23,NA,NA
"cayenne","shatter",0.03125,23,NA,NA
"cayenne","spice",0.03125,23,NA,NA
"cayenne","sprinkle",0.09375,23,NA,NA
"cayenne","stir",0.03125,23,NA,NA
"cayenne","throw",0.03125,23,NA,NA
"cedar","build",0.12195122,23,NA,0.111624422
"cedar","burn",0.097560976,23,NA,0.125416513
"cedar","carve",0.048780488,23,NA,NA
"cedar","climb",0.024390244,23,NA,NA
"cedar","consume",0.024390244,23,NA,NA
"cedar","convert",0.024390244,23,NA,NA
"cedar","create",0.073170732,23,NA,NA
"cedar","cut",0.097560976,23,NA,NA
"cedar","destroy",0.024390244,23,NA,NA
"cedar","fire",0.024390244,23,NA,NA
"cedar","grasp",0.024390244,23,NA,NA
"cedar","grow",0.048780488,23,NA,NA
"cedar","harvest",0.048780488,23,NA,NA
"cedar","line",0.024390244,23,NA,NA
"cedar","look",0.024390244,23,NA,NA
"cedar","make",0.024390244,23,NA,0.045701098
"cedar","plant",0.048780488,23,NA,NA
"cedar","scent",0.024390244,23,NA,NA
"cedar","sell",0.048780488,23,NA,NA
"cedar","sit",0.048780488,23,NA,NA
"cedar","smell",0.024390244,23,NA,NA
"cedar","stain",0.024390244,23,NA,NA
"cedar","warm",0.024390244,23,NA,NA
"celery","bite",0.03125,21,NA,NA
"celery","break",0.03125,21,NA,NA
"celery","chew",0.03125,21,NA,NA
"celery","chop",0.0625,21,NA,0.085355817
"celery","consume",0.0625,21,NA,NA
"celery","cook",0.125,21,NA,0.121261017
"celery","cover",0.03125,21,NA,NA
"celery","crunch",0.03125,21,NA,NA
"celery","demonstrate",0.03125,21,NA,NA
"celery","eat",0.21875,21,NA,0.064566172
"celery","gather",0.03125,21,NA,NA
"celery","grow",0.03125,21,NA,NA
"celery","hit",0.03125,21,NA,NA
"celery","juice",0.03125,21,NA,NA
"celery","plan",0.03125,21,NA,NA
"celery","plant",0.03125,21,NA,NA
"celery","snack",0.03125,21,NA,NA
"celery","snap",0.03125,21,NA,NA
"celery","spit",0.03125,21,NA,NA
"celery","step on",0.03125,21,NA,NA
"celery","twist",0.03125,21,NA,NA
"cellar","cry",0.04,14,NA,NA
"cellar","get",0.04,14,NA,NA
"cellar","hide",0.12,14,NA,NA
"cellar","hold",0.04,14,NA,NA
"cellar","imprison",0.04,14,NA,NA
"cellar","keep",0.12,14,NA,NA
"cellar","protect",0.04,14,NA,NA
"cellar","safety",0.04,14,NA,NA
"cellar","save",0.04,14,NA,NA
"cellar","scare",0.04,14,NA,NA
"cellar","see",0.04,14,NA,NA
"cellar","store",0.32,14,NA,NA
"cellar","use",0.04,14,NA,NA
"cellar","walk",0.04,14,NA,NA
"cellist","applaud",0.076923077,7,NA,NA
"cellist","dominate",0.076923077,7,NA,NA
"cellist","examine",0.076923077,7,NA,NA
"cellist","listen",0.153846154,7,NA,NA
"cellist","music",0.230769231,7,NA,NA
"cellist","perform",0.076923077,7,NA,NA
"cellist","play",0.307692308,7,NA,NA
"cello","break",0.028571429,24,NA,NA
"cello","clean",0.057142857,24,NA,NA
"cello","decorate",0.028571429,24,NA,NA
"cello","enjoy",0.028571429,24,NA,NA
"cello","express",0.028571429,24,NA,NA
"cello","guitar",0.028571429,24,NA,0.775561463
"cello","heal",0.028571429,24,NA,NA
"cello","instrument",0.085714286,24,0.154,NA
"cello","judge",0.028571429,24,NA,NA
"cello","listen",0.057142857,24,NA,0.080343156
"cello","make",0.028571429,24,NA,NA
"cello","music",0.057142857,24,0.134,NA
"cello","paint",0.028571429,24,NA,NA
"cello","perform",0.057142857,24,NA,NA
"cello","play",0.171428571,24,0.02,NA
"cello","polish",0.028571429,24,NA,NA
"cello","practice",0.028571429,24,NA,NA
"cello","replace",0.028571429,24,NA,NA
"cello","sell",0.028571429,24,NA,NA
"cello","sing",0.028571429,24,NA,0.38323297
"cello","sound",0.028571429,24,NA,NA
"cello","store",0.028571429,24,NA,NA
"cello","string",0.028571429,24,NA,NA
"cello","weight",0.028571429,24,NA,NA
"cellophane","buy",0.027777778,18,NA,NA
"cellophane","cover",0.083333333,18,NA,NA
"cellophane","decorate",0.055555556,18,NA,NA
"cellophane","drop",0.027777778,18,NA,NA
"cellophane","keep",0.055555556,18,NA,NA
"cellophane","kick",0.027777778,18,NA,NA
"cellophane","pack",0.055555556,18,NA,NA
"cellophane","package",0.055555556,18,NA,NA
"cellophane","pop",0.027777778,18,NA,NA
"cellophane","prevent",0.166666667,18,NA,NA
"cellophane","protect",0.027777778,18,NA,NA
"cellophane","save",0.027777778,18,NA,NA
"cellophane","seal",0.027777778,18,NA,NA
"cellophane","store",0.055555556,18,NA,NA
"cellophane","suffocate",0.027777778,18,NA,NA
"cellophane","tape",0.027777778,18,NA,NA
"cellophane","transport",0.027777778,18,NA,NA
"cellophane","wrap",0.194444444,18,NA,NA
"cement","apply",0.045454545,17,NA,NA
"cement","break",0.045454545,17,NA,NA
"cement","build",0.227272727,17,NA,0.110344828
"cement","crack",0.045454545,17,NA,NA
"cement","decorate",0.045454545,17,NA,NA
"cement","dry",0.045454545,17,NA,NA
"cement","harden",0.045454545,17,NA,NA
"cement","level",0.045454545,17,NA,NA
"cement","mix",0.090909091,17,0.032,NA
"cement","pour",0.045454545,17,NA,NA
"cement","seal",0.045454545,17,NA,NA
"cement","secure",0.045454545,17,NA,NA
"cement","sit",0.045454545,17,NA,NA
"cement","spread",0.045454545,17,NA,NA
"cement","step",0.045454545,17,NA,NA
"cement","store",0.045454545,17,NA,NA
"cement","walk",0.045454545,17,NA,NA
"cent","buy",0.166666667,15,NA,NA
"cent","change",0.083333333,15,0.043,NA
"cent","count",0.041666667,15,NA,NA
"cent","donate",0.083333333,15,NA,NA
"cent","lose",0.041666667,15,NA,NA
"cent","money",0.041666667,15,0.214,NA
"cent","pay",0.125,15,NA,NA
"cent","purchase",0.083333333,15,NA,NA
"cent","round",0.041666667,15,NA,NA
"cent","save",0.083333333,15,NA,NA
"cent","scratch",0.041666667,15,NA,NA
"cent","spend",0.041666667,15,NA,NA
"cent","tip",0.041666667,15,NA,NA
"cent","trade",0.041666667,15,NA,NA
"cent","vend",0.041666667,15,NA,NA
"centipede","cook",0.04,20,NA,NA
"centipede","crush",0.04,20,NA,NA
"centipede","destroy",0.04,20,NA,NA
"centipede","eat",0.12,20,NA,NA
"centipede","examine",0.04,20,NA,NA
"centipede","experiment",0.04,20,NA,NA
"centipede","feed",0.04,20,NA,NA
"centipede","hatch",0.04,20,NA,NA
"centipede","kill",0.12,20,NA,NA
"centipede","mate",0.04,20,NA,NA
"centipede","play",0.04,20,NA,NA
"centipede","scare",0.04,20,NA,NA
"centipede","smash",0.04,20,NA,NA
"centipede","stay",0.04,20,NA,NA
"centipede","stomp",0.04,20,NA,NA
"centipede","study",0.04,20,NA,NA
"centipede","take",0.04,20,NA,NA
"centipede","throw",0.08,20,NA,NA
"centipede","touch",0.04,20,NA,NA
"centipede","view",0.04,20,NA,NA
"ceramic","bake",0.057142857,22,NA,NA
"ceramic","break",0.114285714,22,NA,NA
"ceramic","build",0.057142857,22,NA,NA
"ceramic","burn",0.028571429,22,NA,NA
"ceramic","color",0.028571429,22,NA,NA
"ceramic","cook",0.028571429,22,NA,NA
"ceramic","crush",0.028571429,22,NA,NA
"ceramic","cut",0.028571429,22,NA,NA
"ceramic","decorate",0.028571429,22,NA,NA
"ceramic","encapsulate",0.028571429,22,NA,NA
"ceramic","gloss",0.028571429,22,NA,NA
"ceramic","hold",0.085714286,22,NA,NA
"ceramic","look",0.028571429,22,NA,NA
"ceramic","make",0.057142857,22,NA,NA
"ceramic","mold",0.057142857,22,NA,NA
"ceramic","paint",0.085714286,22,NA,NA
"ceramic","pottery",0.028571429,22,0.236,NA
"ceramic","scratch",0.028571429,22,NA,NA
"ceramic","shatter",0.057142857,22,NA,NA
"ceramic","smash",0.028571429,22,NA,NA
"ceramic","throw",0.057142857,22,NA,NA
"ceramic","toss",0.028571429,22,NA,NA
"ceramics","appreciate",0.026315789,24,NA,NA
"ceramics","bake",0.026315789,24,NA,NA
"ceramics","build",0.026315789,24,NA,0.059629453
"ceramics","cook",0.026315789,24,NA,NA
"ceramics","craft",0.026315789,24,NA,NA
"ceramics","create",0.052631579,24,NA,NA
"ceramics","decorate",0.131578947,24,NA,NA
